"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TAYACAJA (000)",1182,29,610,335,164,44
"Sin nivel (001)",91,3,15,28,27,18
"Educación inicial (002)",4,1,1,2,,
"Primaria (003)",480,13,177,171,98,21
"Secundaria (004)",513,12,353,111,33,4
"Superior no univ. incompleta (005)",19,,13,5,1,
"Superior no univ. completa (006)",35,,24,10,1,
"Superior univ. incompleta (007)",10,,7,1,2,
"Superior univ. completa (008)",30,,20,7,2,1
"Hombres (010)",907,18,442,275,138,34
"Sin nivel (011)",59,1,10,18,18,12
"Educación inicial (012)",4,1,1,2,,
"Primaria (013)",370,7,119,141,85,18
"Secundaria (014)",413,9,275,94,31,4
"Superior no univ. incompleta (015)",17,,11,5,1,
"Superior no univ. completa (016)",18,,9,8,1,
"Superior univ. incompleta (017)",4,,3,1,,
"Superior univ. completa (018)",22,,14,6,2,
"Mujeres (020)",275,11,168,60,26,10
"Sin nivel (021)",32,2,5,10,9,6
"Primaria (023)",110,6,58,30,13,3
"Secundaria (024)",100,3,78,17,2,
"Superior no univ. incompleta (025)",2,,2,,,
"Superior no univ. completa (026)",17,,15,2,,
"Superior univ. incompleta (027)",6,,4,,2,
"Superior univ. completa (028)",8,,6,1,,1
,,,,,,
"Area Urbana (030)",409,9,188,124,73,15
"Sin nivel (031)",21,,4,10,5,2
"Educación inicial (032)",1,,1,,,
"Primaria (033)",120,2,26,41,40,11
"Secundaria (034)",200,7,109,58,25,1
"Superior no univ. incompleta (035)",11,,9,2,,
"Superior no univ. completa (036)",27,,19,8,,
"Superior univ. incompleta (037)",6,,4,1,1,
"Superior univ. completa (038)",23,,16,4,2,1
"Hombres (040)",287,6,123,87,61,10
"Sin nivel (041)",12,,3,6,2,1
"Educación inicial (042)",1,,1,,,
"Primaria (043)",83,1,16,24,34,8
"Secundaria (044)",151,5,77,45,23,1
"Superior no univ. incompleta (045)",10,,8,2,,
"Superior no univ. completa (046)",13,,7,6,,
"Superior univ. incompleta (047)",2,,1,1,,
"Superior univ. completa (048)",15,,10,3,2,
"Mujeres (050)",122,3,65,37,12,5
"Sin nivel (051)",9,,1,4,3,1
"Primaria (053)",37,1,10,17,6,3
"Secundaria (054)",49,2,32,13,2,
"Superior no univ. incompleta (055)",1,,1,,,
"Superior no univ. completa (056)",14,,12,2,,
"Superior univ. incompleta (057)",4,,3,,1,
"Superior univ. completa (058)",8,,6,1,,1
,,,,,,
"Area Rural (060)",773,20,422,211,91,29
"Sin nivel (061)",70,3,11,18,22,16
"Educación inicial (062)",3,1,,2,,
"Primaria (063)",360,11,151,130,58,10
"Secundaria (064)",313,5,244,53,8,3
"Superior no univ. incompleta (065)",8,,4,3,1,
"Superior no univ. completa (066)",8,,5,2,1,
"Superior univ. incompleta (067)",4,,3,,1,
"Superior univ. completa (068)",7,,4,3,,
"Hombres (070)",620,12,319,188,77,24
"Sin nivel (071)",47,1,7,12,16,11
"Educación inicial (072)",3,1,,2,,
"Primaria (073)",287,6,103,117,51,10
"Secundaria (074)",262,4,198,49,8,3
"Superior no univ. incompleta (075)",7,,3,3,1,
"Superior no univ. completa (076)",5,,2,2,1,
"Superior univ. incompleta (077)",2,,2,,,
"Superior univ. completa (078)",7,,4,3,,
"Mujeres (080)",153,8,103,23,14,5
"Sin nivel (081)",23,2,4,6,6,5
"Primaria (083)",73,5,48,13,7,
"Secundaria (084)",51,1,46,4,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",3,,3,,,
"Superior univ. incompleta (087)",2,,1,,1,
