"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MOYOBAMBA (000)",28218,594,13315,7708,2288,798,346,130,10,,3029
"Conviviente (001)",12243,310,6342,3076,851,258,100,30,3,,1273
"Separado(a) (002)",1451,31,708,441,109,37,16,11,,,98
"Casado(a) (003)",10442,171,4813,3160,1005,371,152,60,3,,707
"Viudo(a) (004)",1567,40,677,445,128,52,41,18,3,,163
"Divorciado(a) (005)",170,3,72,55,17,7,3,2,,,11
"Soltero(a) (006)",2345,39,703,531,178,73,34,9,1,,777
,,,,,,,,,,,
"URBANA (008)",18083,294,7754,5225,1751,641,278,101,7,,2032
"Conviviente (009)",6871,134,3314,1873,571,185,72,22,2,,698
"Separado(a) (010)",1083,24,502,341,85,32,15,10,,,74
"Casado(a) (011)",6929,86,2868,2187,829,313,126,45,3,,472
"Viudo(a) (012)",1099,23,458,310,93,41,33,14,2,,125
"Divorciado(a) (013)",122,1,46,48,12,5,1,2,,,7
"Soltero(a) (014)",1979,26,566,466,161,65,31,8,,,656
,,,,,,,,,,,
"RURAL (016)",10135,300,5561,2483,537,157,68,29,3,,997
"Conviviente (017)",5372,176,3028,1203,280,73,28,8,1,,575
"Separado(a) (018)",368,7,206,100,24,5,1,1,,,24
"Casado(a) (019)",3513,85,1945,973,176,58,26,15,,,235
"Viudo(a) (020)",468,17,219,135,35,11,8,4,1,,38
"Divorciado(a) (021)",48,2,26,7,5,2,2,,,,4
"Soltero(a) (022)",366,13,137,65,17,8,3,1,1,,121
