"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CHACHAPOYAS",,,,,,,,,
"Viviendas particulares (001)",13044,6027,2400,111,3,675,3486,260,82
"Ocupantes presentes (002)",48870,23161,8213,482,13,2316,13576,849,260
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",11503,5466,1517,110,3,661,3408,258,80
"Ocupantes presentes (005)",44194,21173,5832,478,13,2280,13326,841,251
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",97,70,27,,,,,,
"Ocupantes presentes (008)",283,223,60,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",223,175,48,,,,,,
"Ocupantes presentes (011)",740,586,154,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1168,313,807,1,,2,43,1,1
"Ocupantes presentes (014)",3505,1169,2158,4,,9,151,6,8
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",39,,,,,11,26,1,1
"Ocupantes presentes (017)",110,,,,,26,81,2,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,1,,,,2,,
"Ocupantes presentes (020)",17,,9,,,,8,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,3,,,,1,3,,
"Ocupantes presentes (023)",14,10,,,,1,3,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,,,,4,,
"Ocupantes presentes (026)",7,,,,,,7,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",9000,5449,1577,53,3,220,1510,150,38
"Ocupantes presentes (029)",33513,20758,5025,218,13,852,5979,523,145
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7503,4888,694,52,3,218,1462,149,37
"Ocupantes presentes (032)",28954,18770,2644,214,13,843,5816,517,137
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",97,70,27,,,,,,
"Ocupantes presentes (035)",283,223,60,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",223,175,48,,,,,,
"Ocupantes presentes (038)",740,586,154,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1168,313,807,1,,2,43,1,1
"Ocupantes presentes (041)",3505,1169,2158,4,,9,151,6,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,1,,,,2,,
"Ocupantes presentes (047)",17,,9,,,,8,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,3,,,,,,,
"Ocupantes presentes (050)",10,10,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,,,,,,3,,
"Ocupantes presentes (053)",4,,,,,,4,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4044,578,823,58,,455,1976,110,44
"Ocupantes presentes (056)",15357,2403,3188,264,,1464,7597,326,115
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4000,578,823,58,,443,1946,109,43
"Ocupantes presentes (059)",15240,2403,3188,264,,1437,7510,324,114
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",39,,,,,11,26,1,1
"Ocupantes presentes (071)",110,,,,,26,81,2,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,,,,1,3,,
"Ocupantes presentes (077)",4,,,,,1,3,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",3,,,,,,3,,
