"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CANAS",,,,,,
"Viviendas particulares (001)",10007,9976,29,2,,
"Ocupantes presentes (002)",38138,37887,229,22,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",8784,8758,24,2,,
"Ocupantes presentes (005)",33831,33625,184,22,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",3,3,,,,
"Ocupantes presentes (011)",7,7,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",200,197,3,,,
"Ocupantes presentes (014)",548,523,25,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1017,1015,2,,,
"Ocupantes presentes (017)",3744,3724,20,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",1,1,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",2,2,,,,
"Ocupantes presentes (023)",7,7,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1751,1734,16,1,,
"Ocupantes presentes (029)",6001,5864,123,14,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1545,1531,13,1,,
"Ocupantes presentes (032)",5438,5326,98,14,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",3,3,,,,
"Ocupantes presentes (038)",7,7,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",200,197,3,,,
"Ocupantes presentes (041)",548,523,25,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",1,1,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",7,7,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",8256,8242,13,1,,
"Ocupantes presentes (056)",32137,32023,106,8,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",7239,7227,11,1,,
"Ocupantes presentes (059)",28393,28299,86,8,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1017,1015,2,,,
"Ocupantes presentes (071)",3744,3724,20,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
