"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN PABLO (000)",16919,2844,3188,3108,2668,1877,3234
"Conviviente (001)",5508,78,884,1574,1258,753,961
"Separado(a) (002)",697,10,114,160,160,104,149
"Casado(a) (003)",4059,11,267,715,924,815,1327
"Viudo(a) (004)",801,,5,21,49,81,645
"Divorciado(a) (005)",34,,5,3,8,6,12
"Soltero(a) (006)",5820,2745,1913,635,269,118,140
"Hombres (008)",8144,1430,1580,1526,1199,917,1492
"Conviviente (009)",2672,22,329,789,611,402,519
"Separado(a) (010)",97,2,8,16,17,21,33
"Casado(a) (011)",2021,4,93,334,439,420,731
"Viudo(a) (012)",184,,,5,8,13,158
"Divorciado(a) (013)",12,,3,,3,3,3
"Soltero(a) (014)",3158,1402,1147,382,121,58,48
"Mujeres (016)",8775,1414,1608,1582,1469,960,1742
"Conviviente (017)",2836,56,555,785,647,351,442
"Separado(a) (018)",600,8,106,144,143,83,116
"Casado(a) (019)",2038,7,174,381,485,395,596
"Viudo(a) (020)",617,,5,16,41,68,487
"Divorciado(a) (021)",22,,2,3,5,3,9
"Soltero(a) (022)",2662,1343,766,253,148,60,92
,,,,,,,
"URBANA (024)",2743,420,444,553,515,331,480
"Conviviente (025)",785,4,111,269,201,96,104
"Separado(a) (026)",103,2,12,23,22,20,24
"Casado(a) (027)",760,1,25,122,229,173,210
"Viudo(a) (028)",115,,,1,6,9,99
"Divorciado(a) (029)",7,,,1,1,2,3
"Soltero(a) (030)",973,413,296,137,56,31,40
"Hombres (032)",1316,212,222,280,230,162,210
"Conviviente (033)",380,1,42,128,102,48,59
"Separado(a) (034)",15,,2,1,2,5,5
"Casado(a) (035)",382,1,8,61,104,92,116
"Viudo(a) (036)",23,,,1,,1,21
"Divorciado(a) (037)",2,,,,1,1,
"Soltero(a) (038)",514,210,170,89,21,15,9
"Mujeres (040)",1427,208,222,273,285,169,270
"Conviviente (041)",405,3,69,141,99,48,45
"Separado(a) (042)",88,2,10,22,20,15,19
"Casado(a) (043)",378,,17,61,125,81,94
"Viudo(a) (044)",92,,,,6,8,78
"Divorciado(a) (045)",5,,,1,,1,3
"Soltero(a) (046)",459,203,126,48,35,16,31
,,,,,,,
"RURAL (048)",14176,2424,2744,2555,2153,1546,2754
"Conviviente (049)",4723,74,773,1305,1057,657,857
"Separado(a) (050)",594,8,102,137,138,84,125
"Casado(a) (051)",3299,10,242,593,695,642,1117
"Viudo(a) (052)",686,,5,20,43,72,546
"Divorciado(a) (053)",27,,5,2,7,4,9
"Soltero(a) (054)",4847,2332,1617,498,213,87,100
"Hombres (056)",6828,1218,1358,1246,969,755,1282
"Conviviente (057)",2292,21,287,661,509,354,460
"Separado(a) (058)",82,2,6,15,15,16,28
"Casado(a) (059)",1639,3,85,273,335,328,615
"Viudo(a) (060)",161,,,4,8,12,137
"Divorciado(a) (061)",10,,3,,2,2,3
"Soltero(a) (062)",2644,1192,977,293,100,43,39
"Mujeres (064)",7348,1206,1386,1309,1184,791,1472
"Conviviente (065)",2431,53,486,644,548,303,397
"Separado(a) (066)",512,6,96,122,123,68,97
"Casado(a) (067)",1660,7,157,320,360,314,502
"Viudo(a) (068)",525,,5,16,35,60,409
"Divorciado(a) (069)",17,,2,2,5,2,6
"Soltero(a) (070)",2203,1140,640,205,113,44,61
