"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia JAEN (000)",62184,1538,21921,21322,13881,3522
"Empleado (001)",11212,103,3961,4784,2244,120
"Obrero (002)",12846,280,5172,4134,2686,574
"Trabajador independiente (003)",27459,288,7552,9921,7352,2346
"Empleador o patrono (004)",1417,1,305,491,471,149
"Trabajador familiar no remunerado (005)",7790,788,4106,1673,922,301
"Trabajador del hogar (006)",1460,78,825,319,206,32
"Hombres (008)",47316,1179,16581,15642,10816,3098
"Empleado (009)",6253,70,2014,2647,1430,92
"Obrero (010)",11438,251,4622,3637,2411,517
"Trabajador independiente (011)",22524,231,6300,7862,6010,2121
"Empleador o patrono (012)",1163,1,248,396,380,138
"Trabajador familiar no remunerado (013)",5873,619,3360,1089,577,228
"Trabajador del hogar (014)",65,7,37,11,8,2
"Mujeres (016)",14868,359,5340,5680,3065,424
"Empleado (017)",4959,33,1947,2137,814,28
"Obrero (018)",1408,29,550,497,275,57
"Trabajador independiente (019)",4935,57,1252,2059,1342,225
"Empleador o patrono (020)",254,,57,95,91,11
"Trabajador familiar no remunerado (021)",1917,169,746,584,345,73
"Trabajador del hogar (022)",1395,71,788,308,198,30
,,,,,,
"URBANA (024)",33711,767,11397,12470,7675,1402
"Empleado (025)",10168,101,3606,4311,2037,113
"Obrero (026)",5216,114,1932,1746,1195,229
"Trabajador independiente (027)",14336,210,4194,5338,3704,890
"Empleador o patrono (028)",1005,1,246,357,314,87
"Trabajador familiar no remunerado (029)",1815,279,734,465,274,63
"Trabajador del hogar (030)",1171,62,685,253,151,20
"Hombres (032)",22644,534,7506,8063,5360,1181
"Empleado (033)",5656,70,1846,2379,1275,86
"Obrero (034)",4687,102,1742,1549,1083,211
"Trabajador independiente (035)",10474,167,3223,3667,2654,763
"Empleador o patrono (036)",779,1,190,269,238,81
"Trabajador familiar no remunerado (037)",994,188,476,189,103,38
"Trabajador del hogar (038)",54,6,29,10,7,2
"Mujeres (040)",11067,233,3891,4407,2315,221
"Empleado (041)",4512,31,1760,1932,762,27
"Obrero (042)",529,12,190,197,112,18
"Trabajador independiente (043)",3862,43,971,1671,1050,127
"Empleador o patrono (044)",226,,56,88,76,6
"Trabajador familiar no remunerado (045)",821,91,258,276,171,25
"Trabajador del hogar (046)",1117,56,656,243,144,18
,,,,,,
"RURAL (048)",28473,771,10524,8852,6206,2120
"Empleado (049)",1044,2,355,473,207,7
"Obrero (050)",7630,166,3240,2388,1491,345
"Trabajador independiente (051)",13123,78,3358,4583,3648,1456
"Empleador o patrono (052)",412,,59,134,157,62
"Trabajador familiar no remunerado (053)",5975,509,3372,1208,648,238
"Trabajador del hogar (054)",289,16,140,66,55,12
"Hombres (056)",24672,645,9075,7579,5456,1917
"Empleado (057)",597,,168,268,155,6
"Obrero (058)",6751,149,2880,2088,1328,306
"Trabajador independiente (059)",12050,64,3077,4195,3356,1358
"Empleador o patrono (060)",384,,58,127,142,57
"Trabajador familiar no remunerado (061)",4879,431,2884,900,474,190
"Trabajador del hogar (062)",11,1,8,1,1,
"Mujeres (064)",3801,126,1449,1273,750,203
"Empleado (065)",447,2,187,205,52,1
"Obrero (066)",879,17,360,300,163,39
"Trabajador independiente (067)",1073,14,281,388,292,98
"Empleador o patrono (068)",28,,1,7,15,5
"Trabajador familiar no remunerado (069)",1096,78,488,308,174,48
"Trabajador del hogar (070)",278,15,132,65,54,12
