"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHURCAMPA (000)",466,167,299
"Sin nivel (001)",38,8,30
"Primaria (003)",155,51,104
"Secundaria (004)",221,95,126
"Superior no univ. incompleta (005)",16,2,14
"Superior no univ. completa (006)",18,8,10
"Superior univ. incompleta (007)",9,,9
"Superior univ. completa (008)",9,3,6
"De 14 a 29 años (010)",250,120,130
"Sin nivel (011)",5,4,1
"Primaria (013)",61,27,34
"Secundaria (014)",154,79,75
"Superior no univ. incompleta (015)",7,2,5
"Superior no univ. completa (016)",13,6,7
"Superior univ. incompleta (017)",5,,5
"Superior univ. completa (018)",5,2,3
"De 30 a 44 años (020)",121,36,85
"Sin nivel (021)",13,4,9
"Primaria (023)",47,15,32
"Secundaria (024)",42,14,28
"Superior no univ. incompleta (025)",7,,7
"Superior no univ. completa (026)",5,2,3
"Superior univ. incompleta (027)",3,,3
"Superior univ. completa (028)",4,1,3
"De 45 a 64 años (030)",79,11,68
"Sin nivel (031)",11,,11
"Primaria (033)",43,9,34
"Secundaria (034)",22,2,20
"Superior no univ. incompleta (035)",2,,2
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",16,,16
"Sin nivel (041)",9,,9
"Primaria (043)",4,,4
"Secundaria (044)",3,,3
,,,
"AREA URBANA (050)",178,56,122
"Sin nivel (051)",15,2,13
"Primaria (053)",53,13,40
"Secundaria (054)",80,32,48
"Superior no univ. incompleta (055)",5,1,4
"Superior no univ. completa (056)",12,6,6
"Superior univ. incompleta (057)",5,,5
"Superior univ. completa (058)",8,2,6
"De 14 a 29 años (060)",89,42,47
"Sin nivel (061)",2,2,
"Primaria (063)",19,5,14
"Secundaria (064)",45,27,18
"Superior no univ. incompleta (065)",4,1,3
"Superior no univ. completa (066)",10,5,5
"Superior univ. incompleta (067)",4,,4
"Superior univ. completa (068)",5,2,3
"De 30 a 44 años (070)",48,13,35
"Sin nivel (071)",5,,5
"Primaria (073)",17,7,10
"Secundaria (074)",20,5,15
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",2,1,1
"Superior univ. completa (078)",3,,3
"De 45 a 64 años (080)",37,1,36
"Sin nivel (081)",7,,7
"Primaria (083)",15,1,14
"Secundaria (084)",14,,14
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",4,,4
"Sin nivel (091)",1,,1
"Primaria (093)",2,,2
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",288,111,177
"Sin nivel (101)",23,6,17
"Primaria (103)",102,38,64
"Secundaria (104)",141,63,78
"Superior no univ. incompleta (105)",11,1,10
"Superior no univ. completa (106)",6,2,4
"Superior univ. incompleta (107)",4,,4
"Superior univ. completa (108)",1,1,
"De 14 a 29 años (110)",161,78,83
"Sin nivel (111)",3,2,1
"Primaria (113)",42,22,20
"Secundaria (114)",109,52,57
"Superior no univ. incompleta (115)",3,1,2
"Superior no univ. completa (116)",3,1,2
"Superior univ. incompleta (117)",1,,1
"De 30 a 44 años (120)",73,23,50
"Sin nivel (121)",8,4,4
"Primaria (123)",30,8,22
"Secundaria (124)",22,9,13
"Superior no univ. incompleta (125)",6,,6
"Superior no univ. completa (126)",3,1,2
"Superior univ. incompleta (127)",3,,3
"Superior univ. completa (128)",1,1,
"De 45 a 64 años (130)",42,10,32
"Sin nivel (131)",4,,4
"Primaria (133)",28,8,20
"Secundaria (134)",8,2,6
"Superior no univ. incompleta (135)",2,,2
"De 65 y más años (140)",12,,12
"Sin nivel (141)",8,,8
"Primaria (143)",2,,2
"Secundaria (144)",2,,2
