"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONCEPCION (000)",43960,3010,4399,1207,35398
"Conviviente (001)",9482,465,771,180,8072
"Separado(a) (002)",1313,48,104,25,1138
"Casado(a) (003)",13675,412,1996,482,10820
"Viudo(a) (004)",2544,52,249,41,2202
"Divorciado(a) (005)",163,3,25,6,129
"Soltero(a) (006)",16783,2030,1254,473,13037
"Hombres (008)",21113,1337,2323,765,16736
"Conviviente (009)",4589,127,489,116,3863
"Separado(a) (010)",256,4,31,9,213
"Casado(a) (011)",6706,148,1082,302,5206
"Viudo(a) (012)",620,7,65,15,533
"Divorciado(a) (013)",55,1,8,3,43
"Soltero(a) (014)",8887,1050,648,320,6878
"Mujeres (016)",22847,1673,2076,442,18662
"Conviviente (017)",4893,338,282,64,4209
"Separado(a) (018)",1057,44,73,16,925
"Casado(a) (019)",6969,264,914,180,5614
"Viudo(a) (020)",1924,45,184,26,1669
"Divorciado(a) (021)",108,2,17,3,86
"Soltero(a) (022)",7896,980,606,153,6159
,,,,,
"URBANA (024)",23454,1410,3228,947,17905
"Conviviente (025)",4800,208,427,128,4039
"Separado(a) (026)",774,31,81,18,646
"Casado(a) (027)",7014,175,1537,382,4946
"Viudo(a) (028)",1320,29,214,28,1049
"Divorciado(a) (029)",89,1,20,4,64
"Soltero(a) (030)",9457,966,949,387,7161
"Hombres (032)",10961,635,1469,611,8276
"Conviviente (033)",2219,55,203,83,1880
"Separado(a) (034)",150,2,21,8,120
"Casado(a) (035)",3357,73,745,241,2321
"Viudo(a) (036)",306,5,54,9,238
"Divorciado(a) (037)",31,,7,1,23
"Soltero(a) (038)",4898,500,439,269,3694
"Mujeres (040)",12493,775,1759,336,9629
"Conviviente (041)",2581,153,224,45,2159
"Separado(a) (042)",624,29,60,10,526
"Casado(a) (043)",3657,102,792,141,2625
"Viudo(a) (044)",1014,24,160,19,811
"Divorciado(a) (045)",58,1,13,3,41
"Soltero(a) (046)",4559,466,510,118,3467
,,,,,
"RURAL (048)",20506,1600,1171,260,17493
"Conviviente (049)",4682,257,344,52,4033
"Separado(a) (050)",539,17,23,7,492
"Casado(a) (051)",6661,237,459,100,5874
"Viudo(a) (052)",1224,23,35,13,1153
"Divorciado(a) (053)",74,2,5,2,65
"Soltero(a) (054)",7326,1064,305,86,5876
"Hombres (056)",10152,702,854,154,8460
"Conviviente (057)",2370,72,286,33,1983
"Separado(a) (058)",106,2,10,1,93
"Casado(a) (059)",3349,75,337,61,2885
"Viudo(a) (060)",314,2,11,6,295
"Divorciado(a) (061)",24,1,1,2,20
"Soltero(a) (062)",3989,550,209,51,3184
"Mujeres (064)",10354,898,317,106,9033
"Conviviente (065)",2312,185,58,19,2050
"Separado(a) (066)",433,15,13,6,399
"Casado(a) (067)",3312,162,122,39,2989
"Viudo(a) (068)",910,21,24,7,858
"Divorciado(a) (069)",50,1,4,,45
"Soltero(a) (070)",3337,514,96,35,2692
