"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CANAS (000)",501,5,262,146,77,11
"Conviviente (001)",129,,68,53,8,
"Separado(a) (002)",7,,4,2,1,
"Casado(a) (003)",177,,27,83,58,9
"Viudo(a) (004)",8,,2,,4,2
"Soltero(a) (006)",180,5,161,8,6,
"Hombres (008)",418,2,207,130,68,11
"Conviviente (009)",115,,59,49,7,
"Separado(a) (010)",2,,1,,1,
"Casado(a) (011)",159,,25,74,51,9
"Viudo(a) (012)",5,,,,3,2
"Soltero(a) (014)",137,2,122,7,6,
"Mujeres (016)",83,3,55,16,9,
"Conviviente (017)",14,,9,4,1,
"Separado(a) (018)",5,,3,2,,
"Casado(a) (019)",18,,2,9,7,
"Viudo(a) (020)",3,,2,,1,
"Soltero(a) (022)",43,3,39,1,,
,,,,,,
"AREA URBANA (024)",98,,46,37,13,2
"Conviviente (025)",40,,21,18,1,
"Separado(a) (026)",2,,1,,1,
"Casado(a) (027)",33,,2,19,10,2
"Viudo(a) (028)",2,,1,,1,
"Soltero(a) (030)",21,,21,,,
"Hombres (032)",72,,34,28,8,2
"Conviviente (033)",31,,17,14,,
"Separado(a) (034)",1,,,,1,
"Casado(a) (035)",25,,2,14,7,2
"Soltero(a) (038)",15,,15,,,
"Mujeres (040)",26,,12,9,5,
"Conviviente (041)",9,,4,4,1,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",8,,,5,3,
"Viudo(a) (044)",2,,1,,1,
"Soltero(a) (046)",6,,6,,,
,,,,,,
"AREA RURAL (048)",403,5,216,109,64,9
"Conviviente (049)",89,,47,35,7,
"Separado(a) (050)",5,,3,2,,
"Casado(a) (051)",144,,25,64,48,7
"Viudo(a) (052)",6,,1,,3,2
"Soltero(a) (054)",159,5,140,8,6,
"Hombres (056)",346,2,173,102,60,9
"Conviviente (057)",84,,42,35,7,
"Separado(a) (058)",1,,1,,,
"Casado(a) (059)",134,,23,60,44,7
"Viudo(a) (060)",5,,,,3,2
"Soltero(a) (062)",122,2,107,7,6,
"Mujeres (064)",57,3,43,7,4,
"Conviviente (065)",5,,5,,,
"Separado(a) (066)",4,,2,2,,
"Casado(a) (067)",10,,2,4,4,
"Viudo(a) (068)",1,,1,,,
"Soltero(a) (070)",37,3,33,1,,
