"CUADRO Nº 1: VIVIENDAS PARTICULARES, POR CONDICIÓN DE OCUPACIÓN DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",TOTAL,"CONDICIÓN DE OCUPACIÓN",,,,,,,,
,,OCUPADA,,,,DESOCUPADA,,,,
,,TOTAL,"CON PERSONAS PRESENTES","CON PERSONAS AUSENTES","DE USO OCASIONAL",TOTAL,"EN ALQUILER O VENTA","EN CONSTRUCCIÓN O REPARACIÓN","ABANDONADA CERRADA","OTRA CAUSA"
,,,,,,,,,,
"Provincia LUYA (000)",15290,14166,11658,736,1772,1124,34,168,892,30
"Casa independiente (001)",14701,13643,11468,718,1457,1058,32,168,830,28
"Departamento en edificio (002)",6,4,4,,,2,2,,,
"Vivienda en quinta (003)",5,5,5,,,,,,,
"Vivienda en casa de vecindad (004)",53,53,43,1,9,,,,,
"Choza o cabaña (005)",512,449,127,16,306,63,,,62,1
"Vivienda improvisada (006)",3,2,1,1,,1,,,,1
"Local no dest.para hab. humana (007)",7,7,7,,,,,,,
"Otro tipo (008)",3,3,3,,,,,,,
,,,,,,,,,,
"URBANA (009)",5870,5450,5004,279,167,420,15,81,313,11
"Casa independiente (010)",5796,5379,4944,277,158,417,13,81,313,10
"Departamento en edificio (011)",6,4,4,,,2,2,,,
"Vivienda en quinta (012)",5,5,5,,,,,,,
"Vivienda en casa de vecindad (013)",53,53,43,1,9,,,,,
"Vivienda improvisada (015)",3,2,1,1,,1,,,,1
"Local no dest.para hab. humana (016)",4,4,4,,,,,,,
"Otro tipo (017)",3,3,3,,,,,,,
,,,,,,,,,,
"RURAL (018)",9420,8716,6654,457,1605,704,19,87,579,19
"Casa independiente (019)",8905,8264,6524,441,1299,641,19,87,517,18
"Choza o cabaña (023)",512,449,127,16,306,63,,,62,1
"Local no dest.para hab. humana (025)",3,3,3,,,,,,,
