"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MAYNAS (000)",168136,116252,18542,14781,18561
"Hombres (001)",108369,73223,13085,9712,12349
"Mujeres (002)",59767,43029,5457,5069,6212
"De 06 a 14 años (003)",3380,2938,379,45,18
"Hombres (004)",2065,1764,249,39,13
"Mujeres (005)",1315,1174,130,6,5
"De 15 a 29 años (006)",58773,40505,7857,5248,5163
"Hombres (007)",38373,25719,5608,3631,3415
"Mujeres (008)",20400,14786,2249,1617,1748
"De 30 a 44 años (009)",58632,38344,6369,5994,7925
"Hombres (010)",36771,23584,4317,3711,5159
"Mujeres (011)",21861,14760,2052,2283,2766
"De 45 a 64 años (012)",40438,28440,3525,3279,5194
"Hombres (013)",26274,17994,2576,2164,3540
"Mujeres (014)",14164,10446,949,1115,1654
"De 65 y más años (015)",6913,6025,412,215,261
"Hombres (016)",4886,4162,335,167,222
"Mujeres (017)",2027,1863,77,48,39
,,,,,
"URBANA (018)",134536,87262,15238,14021,18015
"Hombres (019)",83535,51944,10620,9085,11886
"Mujeres (020)",51001,35318,4618,4936,6129
"De 06 a 14 años (021)",2130,1891,185,40,14
"Hombres (022)",1263,1077,140,35,11
"Mujeres (023)",867,814,45,5,3
"De 15 a 29 años (024)",47127,30798,6537,4910,4882
"Hombres (025)",29687,18607,4569,3339,3172
"Mujeres (026)",17440,12191,1968,1571,1710
"De 30 a 44 años (027)",48203,29451,5273,5720,7759
"Hombres (028)",29103,17070,3524,3490,5019
"Mujeres (029)",19100,12381,1749,2230,2740
"De 45 a 64 años (030)",32563,21382,2932,3147,5102
"Hombres (031)",20431,12774,2130,2063,3464
"Mujeres (032)",12132,8608,802,1084,1638
"De 65 y más años (033)",4513,3740,311,204,258
"Hombres (034)",3051,2416,257,158,220
"Mujeres (035)",1462,1324,54,46,38
,,,,,
"RURAL (036)",33600,28990,3304,760,546
"Hombres (037)",24834,21279,2465,627,463
"Mujeres (038)",8766,7711,839,133,83
"De 06 a 14 años (039)",1250,1047,194,5,4
"Hombres (040)",802,687,109,4,2
"Mujeres (041)",448,360,85,1,2
"De 15 a 29 años (042)",11646,9707,1320,338,281
"Hombres (043)",8686,7112,1039,292,243
"Mujeres (044)",2960,2595,281,46,38
"De 30 a 44 años (045)",10429,8893,1096,274,166
"Hombres (046)",7668,6514,793,221,140
"Mujeres (047)",2761,2379,303,53,26
"De 45 a 64 años (048)",7875,7058,593,132,92
"Hombres (049)",5843,5220,446,101,76
"Mujeres (050)",2032,1838,147,31,16
"De 65 y más años (051)",2400,2285,101,11,3
"Hombres (052)",1835,1746,78,9,2
"Mujeres (053)",565,539,23,2,1
