"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia VIRU (000)",70849,3573,16103,17751,13153,8421,5311,3249,3288
"Quechua (001)",164,,6,23,33,38,30,13,21
"Aymara (002)",34,,12,4,13,3,,1,1
"Ashaninca (003)",10,,3,2,2,2,,1,
"Otra lengua nativa (004)",69,6,19,13,16,7,5,2,1
"Castellano (005)",70500,3561,16048,17693,13075,8363,5271,3229,3260
"Idioma extranjero (006)",8,,1,1,2,1,1,1,1
"Es sordomudo/a (007)",64,6,14,15,12,7,4,2,4
"Hombres (009)",36740,1776,8210,9272,6941,4298,2764,1699,1780
"Quechua (010)",88,,3,14,17,18,19,8,9
"Aymara (011)",19,,10,,7,1,,1,
"Ashaninca (012)",6,,1,1,2,1,,1,
"Otra lengua nativa (013)",37,2,12,5,9,4,3,1,1
"Castellano (014)",36549,1772,8174,9245,6898,4270,2738,1686,1766
"Idioma extranjero (015)",4,,,,1,1,1,,1
"Es sordomudo/a (016)",37,2,10,7,7,3,3,2,3
"Mujeres (018)",34109,1797,7893,8479,6212,4123,2547,1550,1508
"Quechua (019)",76,,3,9,16,20,11,5,12
"Aymara (020)",15,,2,4,6,2,,,1
"Ashaninca (021)",4,,2,1,,1,,,
"Otra lengua nativa (022)",32,4,7,8,7,3,2,1,
"Castellano (023)",33951,1789,7874,8448,6177,4093,2533,1543,1494
"Idioma extranjero (024)",4,,1,1,1,,,1,
"Es sordomudo/a (025)",27,4,4,8,5,4,1,,1
,,,,,,,,,
"URBANA (027)",54437,2750,12385,14133,10641,6424,3884,2183,2037
"Quechua (028)",139,,6,22,22,37,25,10,17
"Aymara (029)",31,,11,4,12,3,,1,
"Ashaninca (030)",10,,3,2,2,2,,1,
"Otra lengua nativa (031)",69,6,19,13,16,7,5,2,1
"Castellano (032)",54142,2741,12335,14081,10579,6372,3852,2168,2014
"Idioma extranjero (033)",6,,1,1,2,1,,,1
"Es sordomudo/a (034)",40,3,10,10,8,2,2,1,4
"Hombres (036)",27950,1365,6274,7310,5592,3240,1985,1110,1074
"Quechua (037)",74,,3,14,12,17,16,6,6
"Aymara (038)",18,,9,,7,1,,1,
"Ashaninca (039)",6,,1,1,2,1,,1,
"Otra lengua nativa (040)",37,2,12,5,9,4,3,1,1
"Castellano (041)",27790,1362,6243,7285,5556,3216,1965,1100,1063
"Idioma extranjero (042)",3,,,,1,1,,,1
"Es sordomudo/a (043)",22,1,6,5,5,,1,1,3
"Mujeres (045)",26487,1385,6111,6823,5049,3184,1899,1073,963
"Quechua (046)",65,,3,8,10,20,9,4,11
"Aymara (047)",13,,2,4,5,2,,,
"Ashaninca (048)",4,,2,1,,1,,,
"Otra lengua nativa (049)",32,4,7,8,7,3,2,1,
"Castellano (050)",26352,1379,6092,6796,5023,3156,1887,1068,951
"Idioma extranjero (051)",3,,1,1,1,,,,
"Es sordomudo/a (052)",18,2,4,5,3,2,1,,1
,,,,,,,,,
"RURAL (054)",16412,823,3718,3618,2512,1997,1427,1066,1251
"Quechua (055)",25,,,1,11,1,5,3,4
"Aymara (056)",3,,1,,1,,,,1
"Castellano (059)",16358,820,3713,3612,2496,1991,1419,1061,1246
"Idioma extranjero (060)",2,,,,,,1,1,
"Es sordomudo/a (061)",24,3,4,5,4,5,2,1,
"Hombres (063)",8790,411,1936,1962,1349,1058,779,589,706
"Quechua (064)",14,,,,5,1,3,2,3
"Aymara (065)",1,,1,,,,,,
"Castellano (068)",8759,410,1931,1960,1342,1054,773,586,703
"Idioma extranjero (069)",1,,,,,,1,,
"Es sordomudo/a (070)",15,1,4,2,2,3,2,1,
"Mujeres (072)",7622,412,1782,1656,1163,939,648,477,545
"Quechua (073)",11,,,1,6,,2,1,1
"Aymara (074)",2,,,,1,,,,1
"Castellano (077)",7599,410,1782,1652,1154,937,646,475,543
"Idioma extranjero (078)",1,,,,,,,1,
"Es sordomudo/a (079)",9,2,,3,2,2,,,
