"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BOLOGNESI (000)",27090,2493,818,11166,8095,1105,1373,652,1388
"Hombres (001)",14150,606,381,5540,4884,626,812,401,900
"Mujeres (002)",12940,1887,437,5626,3211,479,561,251,488
"PEA (003)",11569,698,83,3667,4003,644,1022,384,1068
"Hombres (004)",8354,291,56,2579,3200,466,701,289,772
"Mujeres (005)",3215,407,27,1088,803,178,321,95,296
"Ocupada (006)",11045,687,77,3528,3785,611,971,363,1023
"Hombres (007)",7990,288,51,2476,3044,444,668,279,740
"Mujeres (008)",3055,399,26,1052,741,167,303,84,283
"Desocupada (009)",524,11,6,139,218,33,51,21,45
"Hombres (010)",364,3,5,103,156,22,33,10,32
"Mujeres (011)",160,8,1,36,62,11,18,11,13
"No PEA (012)",15521,1795,735,7499,4092,461,351,268,320
"Hombres (013)",5796,315,325,2961,1684,160,111,112,128
"Mujeres (014)",9725,1480,410,4538,2408,301,240,156,192
,,,,,,,,,
"URBANA (018)",17195,1228,477,6625,5423,846,1028,497,1071
"Hombres (019)",8696,239,217,3173,3155,440,536,290,646
"Mujeres (020)",8499,989,260,3452,2268,406,492,207,425
"PEA (021)",7036,318,55,1956,2472,465,722,272,776
"Hombres (022)",4842,111,34,1299,1924,309,443,193,529
"Mujeres (023)",2194,207,21,657,548,156,279,79,247
"Ocupada (024)",6645,309,51,1860,2311,440,679,257,738
"Hombres (025)",4564,109,31,1228,1803,292,415,186,500
"Mujeres (026)",2081,200,20,632,508,148,264,71,238
"Desocupada (027)",391,9,4,96,161,25,43,15,38
"Hombres (028)",278,2,3,71,121,17,28,7,29
"Mujeres (029)",113,7,1,25,40,8,15,8,9
"No PEA (030)",10159,910,422,4669,2951,381,306,225,295
"Hombres (031)",3854,128,183,1874,1231,131,93,97,117
"Mujeres (032)",6305,782,239,2795,1720,250,213,128,178
,,,,,,,,,
"RURAL (036)",9895,1265,341,4541,2672,259,345,155,317
"Hombres (037)",5454,367,164,2367,1729,186,276,111,254
"Mujeres (038)",4441,898,177,2174,943,73,69,44,63
"PEA (039)",4533,380,28,1711,1531,179,300,112,292
"Hombres (040)",3512,180,22,1280,1276,157,258,96,243
"Mujeres (041)",1021,200,6,431,255,22,42,16,49
"Ocupada (042)",4400,378,26,1668,1474,171,292,106,285
"Hombres (043)",3426,179,20,1248,1241,152,253,93,240
"Mujeres (044)",974,199,6,420,233,19,39,13,45
"Desocupada (045)",133,2,2,43,57,8,8,6,7
"Hombres (046)",86,1,2,32,35,5,5,3,3
"Mujeres (047)",47,1,,11,22,3,3,3,4
"No PEA (048)",5362,885,313,2830,1141,80,45,43,25
"Hombres (049)",1942,187,142,1087,453,29,18,15,11
"Mujeres (050)",3420,698,171,1743,688,51,27,28,14
