"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia ANTONIO RAYMONDI",,,,,,,,
"Hogares (001)",4057,2241,867,220,9,26,75,1636
"Ocupantes presentes (002)",16819,9875,3706,941,38,111,332,6189
"Casa independiente",,,,,,,,
"Hogares (004)",4020,2223,862,218,9,25,75,1618
"Ocupantes presentes (005)",16664,9801,3688,932,38,107,332,6113
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",4,4,3,2,,1,,
"Ocupantes presentes (014)",13,13,10,9,,4,,
"Choza o cabaña",,,,,,,,
"Hogares (016)",31,14,1,,,,,17
"Ocupantes presentes (017)",133,61,3,,,,,72
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,,,,,,,1
"Ocupantes presentes (020)",4,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",1,,1,,,,,
"Ocupantes presentes (023)",5,,5,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",1138,815,560,154,8,23,66,223
"Ocupantes presentes (029)",4233,3208,2262,650,36,89,287,632
"Casa independiente",,,,,,,,
"Hogares (031)",1132,811,556,152,8,22,66,222
"Ocupantes presentes (032)",4211,3195,2247,641,36,85,287,628
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",4,4,3,2,,1,,
"Ocupantes presentes (041)",13,13,10,9,,4,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,,,,,,,1
"Ocupantes presentes (047)",4,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",1,,1,,,,,
"Ocupantes presentes (050)",5,,5,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",2919,1426,307,66,1,3,9,1413
"Ocupantes presentes (056)",12586,6667,1444,291,2,22,45,5557
"Casa independiente",,,,,,,,
"Hogares (058)",2888,1412,306,66,1,3,9,1396
"Ocupantes presentes (059)",12453,6606,1441,291,2,22,45,5485
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",31,14,1,,,,,17
"Ocupantes presentes (071)",133,61,3,,,,,72
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
