"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PARURO (000)",190,51,139
"Sin nivel (001)",12,,12
"Educación inicial (002)",1,,1
"Primaria (003)",74,19,55
"Secundaria (004)",90,29,61
"Superior no univ. incompleta (005)",2,1,1
"Superior no univ. completa (006)",4,2,2
"Superior univ. incompleta (007)",4,,4
"Superior univ. completa (008)",3,,3
"De 14 a 29 años (010)",88,29,59
"Sin nivel (011)",2,,2
"Educación inicial (012)",1,,1
"Primaria (013)",25,8,17
"Secundaria (014)",56,20,36
"Superior no univ. incompleta (015)",1,,1
"Superior no univ. completa (016)",2,1,1
"Superior univ. completa (018)",1,,1
"De 30 a 44 años (020)",70,17,53
"Sin nivel (021)",2,,2
"Primaria (023)",34,8,26
"Secundaria (024)",27,8,19
"Superior no univ. completa (026)",2,1,1
"Superior univ. incompleta (027)",3,,3
"Superior univ. completa (028)",2,,2
"De 45 a 64 años (030)",26,5,21
"Sin nivel (031)",5,,5
"Primaria (033)",12,3,9
"Secundaria (034)",7,1,6
"Superior no univ. incompleta (035)",1,1,
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",6,,6
"Sin nivel (041)",3,,3
"Primaria (043)",3,,3
,,,
"AREA URBANA (050)",65,21,44
"Sin nivel (051)",2,,2
"Primaria (053)",16,3,13
"Secundaria (054)",37,15,22
"Superior no univ. incompleta (055)",1,1,
"Superior no univ. completa (056)",4,2,2
"Superior univ. incompleta (057)",4,,4
"Superior univ. completa (058)",1,,1
"De 14 a 29 años (060)",27,14,13
"Primaria (063)",3,1,2
"Secundaria (064)",22,12,10
"Superior no univ. completa (066)",2,1,1
"De 30 a 44 años (070)",25,6,19
"Primaria (073)",7,2,5
"Secundaria (074)",12,3,9
"Superior no univ. completa (076)",2,1,1
"Superior univ. incompleta (077)",3,,3
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",11,1,10
"Sin nivel (081)",1,,1
"Primaria (083)",5,,5
"Secundaria (084)",3,,3
"Superior no univ. incompleta (085)",1,1,
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",2,,2
"Sin nivel (091)",1,,1
"Primaria (093)",1,,1
,,,
"AREA RURAL (100)",125,30,95
"Sin nivel (101)",10,,10
"Educación inicial (102)",1,,1
"Primaria (103)",58,16,42
"Secundaria (104)",53,14,39
"Superior no univ. incompleta (105)",1,,1
"Superior univ. completa (108)",2,,2
"De 14 a 29 años (110)",61,15,46
"Sin nivel (111)",2,,2
"Educación inicial (112)",1,,1
"Primaria (113)",22,7,15
"Secundaria (114)",34,8,26
"Superior no univ. incompleta (115)",1,,1
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",45,11,34
"Sin nivel (121)",2,,2
"Primaria (123)",27,6,21
"Secundaria (124)",15,5,10
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",15,4,11
"Sin nivel (131)",4,,4
"Primaria (133)",7,3,4
"Secundaria (134)",4,1,3
"De 65 y más años (140)",4,,4
"Sin nivel (141)",2,,2
"Primaria (143)",2,,2
