"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CAMANA (000)",41536,5460,7840,8654,7621,5656,6305
"Católica (001)",36627,4750,6808,7602,6740,5050,5677
"Cristiana/Evangélica (002)",2371,342,442,488,442,328,329
"Otra (003)",1679,242,354,356,284,216,227
"Ninguna (004)",859,126,236,208,155,62,72
"Hombres (006)",21801,2759,4030,4516,4013,3034,3449
"Católica (007)",19244,2408,3498,3959,3550,2708,3121
"Cristiana/Evangélica (008)",1160,159,217,234,211,164,175
"Otra (009)",848,125,171,186,143,117,106
"Ninguna (010)",549,67,144,137,109,45,47
"Mujeres (012)",19735,2701,3810,4138,3608,2622,2856
"Católica (013)",17383,2342,3310,3643,3190,2342,2556
"Cristiana/Evangélica (014)",1211,183,225,254,231,164,154
"Otra (015)",831,117,183,170,141,99,121
"Ninguna (016)",310,59,92,71,46,17,25
,,,,,,,
"URBANA (018)",34967,4876,6143,6979,6527,4950,5492
"Católica (019)",30756,4243,5299,6087,5761,4425,4941
"Cristiana/Evangélica (020)",2024,300,368,411,388,275,282
"Otra (021)",1447,221,293,294,239,196,204
"Ninguna (022)",740,112,183,187,139,54,65
"Hombres (024)",17672,2437,3005,3418,3307,2583,2922
"Católica (025)",15543,2130,2585,2963,2919,2305,2641
"Cristiana/Evangélica (026)",961,137,179,187,176,138,144
"Otra (027)",702,113,132,142,117,103,95
"Ninguna (028)",466,57,109,126,95,37,42
"Mujeres (030)",17295,2439,3138,3561,3220,2367,2570
"Católica (031)",15213,2113,2714,3124,2842,2120,2300
"Cristiana/Evangélica (032)",1063,163,189,224,212,137,138
"Otra (033)",745,108,161,152,122,93,109
"Ninguna (034)",274,55,74,61,44,17,23
,,,,,,,
"RURAL (036)",6569,584,1697,1675,1094,706,813
"Católica (037)",5871,507,1509,1515,979,625,736
"Cristiana/Evangélica (038)",347,42,74,77,54,53,47
"Otra (039)",232,21,61,62,45,20,23
"Ninguna (040)",119,14,53,21,16,8,7
"Hombres (042)",4129,322,1025,1098,706,451,527
"Católica (043)",3701,278,913,996,631,403,480
"Cristiana/Evangélica (044)",199,22,38,47,35,26,31
"Otra (045)",146,12,39,44,26,14,11
"Ninguna (046)",83,10,35,11,14,8,5
"Mujeres (048)",2440,262,672,577,388,255,286
"Católica (049)",2170,229,596,519,348,222,256
"Cristiana/Evangélica (050)",148,20,36,30,19,27,16
"Otra (051)",86,9,22,18,19,6,12
"Ninguna (052)",36,4,18,10,2,,2
