"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",15066,7333,91,295,6623,297,5,37,,385
"Hombres (001)",5901,3833,67,125,1479,144,4,16,,233
"Mujeres (002)",9165,3500,24,170,5144,153,1,21,,152
"De 06 a 14 años (003)",5577,5278,,,122,85,1,7,,84
"Hombres (004)",2836,2683,,,62,45,,5,,41
"Mujeres (005)",2741,2595,,,60,40,1,2,,43
"De 15 a 29 años (006)",4094,2026,,108,1861,,1,5,,93
"Hombres (007)",1622,1136,,46,375,,1,2,,62
"Mujeres (008)",2472,890,,62,1486,,,3,,31
"De 30 a 44 años (009)",1933,18,3,72,1758,,2,4,,76
"Hombres (010)",448,9,1,29,350,,2,,,57
"Mujeres (011)",1485,9,2,43,1408,,,4,,19
"De 45 a 64 años (012)",1942,9,44,66,1753,7,1,3,,59
"Hombres (013)",489,4,33,27,378,5,1,2,,39
"Mujeres (014)",1453,5,11,39,1375,2,,1,,20
"De 65 y más años (015)",1520,2,44,49,1129,205,,18,,73
"Hombres (016)",506,1,33,23,314,94,,7,,34
"Mujeres (017)",1014,1,11,26,815,111,,11,,39
,,,,,,,,,,
"AREA URBANA (018)",1560,849,38,43,582,16,1,2,,29
"Hombres (019)",629,440,29,27,111,7,,1,,14
"Mujeres (020)",931,409,9,16,471,9,1,1,,15
"De 06 a 14 años (021)",596,577,,,12,3,1,1,,2
"Hombres (022)",302,297,,,4,,,1,,
"Mujeres (023)",294,280,,,8,3,1,,,2
"De 15 a 29 años (024)",421,266,,17,134,,,,,4
"Hombres (025)",171,139,,10,20,,,,,2
"Mujeres (026)",250,127,,7,114,,,,,2
"De 30 a 44 años (027)",183,2,1,10,160,,,1,,9
"Hombres (028)",46,2,,7,31,,,,,6
"Mujeres (029)",137,,1,3,129,,,1,,3
"De 45 a 64 años (030)",189,2,18,8,152,,,,,9
"Hombres (031)",56,1,12,5,33,,,,,5
"Mujeres (032)",133,1,6,3,119,,,,,4
"De 65 y más años (033)",171,2,19,8,124,13,,,,5
"Hombres (034)",54,1,17,5,23,7,,,,1
"Mujeres (035)",117,1,2,3,101,6,,,,4
,,,,,,,,,,
"AREA RURAL (036)",13506,6484,53,252,6041,281,4,35,,356
"Hombres (037)",5272,3393,38,98,1368,137,4,15,,219
"Mujeres (038)",8234,3091,15,154,4673,144,,20,,137
"De 06 a 14 años (039)",4981,4701,,,110,82,,6,,82
"Hombres (040)",2534,2386,,,58,45,,4,,41
"Mujeres (041)",2447,2315,,,52,37,,2,,41
"De 15 a 29 años (042)",3673,1760,,91,1727,,1,5,,89
"Hombres (043)",1451,997,,36,355,,1,2,,60
"Mujeres (044)",2222,763,,55,1372,,,3,,29
"De 30 a 44 años (045)",1750,16,2,62,1598,,2,3,,67
"Hombres (046)",402,7,1,22,319,,2,,,51
"Mujeres (047)",1348,9,1,40,1279,,,3,,16
"De 45 a 64 años (048)",1753,7,26,58,1601,7,1,3,,50
"Hombres (049)",433,3,21,22,345,5,1,2,,34
"Mujeres (050)",1320,4,5,36,1256,2,,1,,16
"De 65 y más años (051)",1349,,25,41,1005,192,,18,,68
"Hombres (052)",452,,16,18,291,87,,7,,33
"Mujeres (053)",897,,9,23,714,105,,11,,35
