"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAMPA (000)",45714,1939,10464,9211,7215,5628,4266,3088,3903
"Quechua (001)",34085,1071,6370,6178,5396,4728,3771,2855,3716
"Aymara (002)",168,3,12,19,52,45,18,10,9
"Ashaninca (003)",7,1,4,1,1,,,,
"Otra lengua nativa (004)",13,6,2,3,,1,,1,
"Castellano (005)",11357,855,4059,2979,1757,849,470,212,176
"Idioma extranjero (006)",16,,2,2,2,,3,6,1
"Es sordomudo/a (007)",68,3,15,29,7,5,4,4,1
"Hombres (009)",22750,951,5306,4614,3776,2738,2067,1472,1826
"Quechua (010)",16440,521,3205,3025,2697,2196,1757,1322,1717
"Aymara (011)",116,3,10,11,37,28,16,6,5
"Ashaninca (012)",3,1,1,,1,,,,
"Otra lengua nativa (013)",4,2,1,,,,,1,
"Castellano (014)",6141,422,2079,1560,1037,512,289,139,103
"Idioma extranjero (015)",9,,1,,,,3,4,1
"Es sordomudo/a (016)",37,2,9,18,4,2,2,,
"Mujeres (018)",22964,988,5158,4597,3439,2890,2199,1616,2077
"Quechua (019)",17645,550,3165,3153,2699,2532,2014,1533,1999
"Aymara (020)",52,,2,8,15,17,2,4,4
"Ashaninca (021)",4,,3,1,,,,,
"Otra lengua nativa (022)",9,4,1,3,,1,,,
"Castellano (023)",5216,433,1980,1419,720,337,181,73,73
"Idioma extranjero (024)",7,,1,2,2,,,2,
"Es sordomudo/a (025)",31,1,6,11,3,3,2,4,1
,,,,,,,,,
"URBANA (027)",17597,725,4066,3978,2977,2239,1512,955,1145
"Quechua (028)",10067,220,1489,1934,1785,1647,1167,800,1025
"Aymara (029)",70,3,7,6,17,20,9,4,4
"Otra lengua nativa (031)",3,1,,1,,1,,,
"Castellano (032)",7426,501,2565,2025,1173,571,332,145,114
"Idioma extranjero (033)",16,,2,2,2,,3,6,1
"Es sordomudo/a (034)",15,,3,10,,,1,,1
"Hombres (036)",8649,358,2035,1974,1483,1052,743,489,515
"Quechua (037)",4760,106,750,946,849,738,536,387,448
"Aymara (038)",43,3,6,2,11,7,9,3,2
"Castellano (041)",3829,249,1276,1021,623,307,194,95,64
"Idioma extranjero (042)",9,,1,,,,3,4,1
"Es sordomudo/a (043)",8,,2,5,,,1,,
"Mujeres (045)",8948,367,2031,2004,1494,1187,769,466,630
"Quechua (046)",5307,114,739,988,936,909,631,413,577
"Aymara (047)",27,,1,4,6,13,,1,2
"Otra lengua nativa (049)",3,1,,1,,1,,,
"Castellano (050)",3597,252,1289,1004,550,264,138,50,50
"Idioma extranjero (051)",7,,1,2,2,,,2,
"Es sordomudo/a (052)",7,,1,5,,,,,1
,,,,,,,,,
"RURAL (054)",28117,1214,6398,5233,4238,3389,2754,2133,2758
"Quechua (055)",24018,851,4881,4244,3611,3081,2604,2055,2691
"Aymara (056)",98,,5,13,35,25,9,6,5
"Ashaninca (057)",7,1,4,1,1,,,,
"Otra lengua nativa (058)",10,5,2,2,,,,1,
"Castellano (059)",3931,354,1494,954,584,278,138,67,62
"Es sordomudo/a (061)",53,3,12,19,7,5,3,4,
"Hombres (063)",14101,593,3271,2640,2293,1686,1324,983,1311
"Quechua (064)",11680,415,2455,2079,1848,1458,1221,935,1269
"Aymara (065)",73,,4,9,26,21,7,3,3
"Ashaninca (066)",3,1,1,,1,,,,
"Otra lengua nativa (067)",4,2,1,,,,,1,
"Castellano (068)",2312,173,803,539,414,205,95,44,39
"Es sordomudo/a (070)",29,2,7,13,4,2,1,,
"Mujeres (072)",14016,621,3127,2593,1945,1703,1430,1150,1447
"Quechua (073)",12338,436,2426,2165,1763,1623,1383,1120,1422
"Aymara (074)",25,,1,4,9,4,2,3,2
"Ashaninca (075)",4,,3,1,,,,,
"Otra lengua nativa (076)",6,3,1,2,,,,,
"Castellano (077)",1619,181,691,415,170,73,43,23,23
"Es sordomudo/a (079)",24,1,5,6,3,3,2,4,
