"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia EL COLLAO",,,,,,,,,
"Viviendas particulares (001)",5214,468,1535,1529,624,43,16,10,989
"Ocupantes presentes (002)",17770,1643,5558,5328,2111,151,56,38,2885
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5139,463,1498,1509,621,43,16,10,979
"Ocupantes presentes (005)",17486,1631,5408,5245,2100,151,56,38,2857
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",16,2,10,4,,,,,
"Ocupantes presentes (008)",50,3,34,13,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,,14,4,,,,,4
"Ocupantes presentes (011)",97,,62,21,,,,,14
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",27,3,9,9,3,,,,3
"Ocupantes presentes (014)",97,9,31,36,11,,,,10
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,,,,,1
"Ocupantes presentes (017)",2,,,,,,,,2
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,3,,,,,,
"Ocupantes presentes (020)",18,,18,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,,1,3,,,,,1
"Ocupantes presentes (023)",19,,5,13,,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4666,438,1432,1369,599,43,16,9,760
"Ocupantes presentes (029)",16250,1551,5240,4872,2059,151,56,34,2287
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4594,433,1395,1349,596,43,16,9,753
"Ocupantes presentes (032)",15970,1539,5090,4789,2048,151,56,34,2263
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",16,2,10,4,,,,,
"Ocupantes presentes (035)",50,3,34,13,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,,14,4,,,,,4
"Ocupantes presentes (038)",97,,62,21,,,,,14
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",27,3,9,9,3,,,,3
"Ocupantes presentes (041)",97,9,31,36,11,,,,10
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,3,,,,,,
"Ocupantes presentes (047)",18,,18,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,,1,3,,,,,
"Ocupantes presentes (050)",18,,5,13,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",548,30,103,160,25,,,1,229
"Ocupantes presentes (056)",1520,92,318,456,52,,,4,598
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",545,30,103,160,25,,,1,226
"Ocupantes presentes (059)",1516,92,318,456,52,,,4,594
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,,,,,1
"Ocupantes presentes (071)",2,,,,,,,,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
