"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CORONEL PORTILLO (000)",285990,58505,40503,11632,176280
"Hombres (001)",144619,27049,20401,7098,90660
"Mujeres (002)",141371,31456,20102,4534,85620
"PEA (003)",125844,15805,19929,6530,84177
"Hombres (004)",83190,9527,11942,4761,57384
"Mujeres (005)",42654,6278,7987,1769,26793
"Ocupada (006)",121102,15207,19550,6379,80551
"Hombres (007)",80101,9181,11706,4655,54974
"Mujeres (008)",41001,6026,7844,1724,25577
"Desocupada (009)",4742,598,379,151,3626
"Hombres (010)",3089,346,236,106,2410
"Mujeres (011)",1653,252,143,45,1216
"No PEA (012)",160146,42700,20574,5102,92103
"Hombres (013)",61429,17522,8459,2337,33276
"Mujeres (014)",98717,25178,12115,2765,58827
,,,,,
"URBANA (018)",243113,39652,39141,10913,154245
"Hombres (019)",120706,17467,19673,6669,77427
"Mujeres (020)",122407,22185,19468,4244,76818
"PEA (021)",107439,9793,19255,6223,72717
"Hombres (022)",69375,5451,11463,4536,48311
"Mujeres (023)",38064,4342,7792,1687,24406
"Ocupada (024)",103090,9353,18884,6076,69314
"Hombres (025)",66575,5227,11233,4432,46060
"Mujeres (026)",36515,4126,7651,1644,23254
"Desocupada (027)",4349,440,371,147,3403
"Hombres (028)",2800,224,230,104,2251
"Mujeres (029)",1549,216,141,43,1152
"No PEA (030)",135674,29859,19886,4690,81528
"Hombres (031)",51331,12016,8210,2133,29116
"Mujeres (032)",84343,17843,11676,2557,52412
,,,,,
"RURAL (036)",42877,18853,1362,719,22035
"Hombres (037)",23913,9582,728,429,13233
"Mujeres (038)",18964,9271,634,290,8802
"PEA (039)",18405,6012,674,307,11460
"Hombres (040)",13815,4076,479,225,9073
"Mujeres (041)",4590,1936,195,82,2387
"Ocupada (042)",18012,5854,666,303,11237
"Hombres (043)",13526,3954,473,223,8914
"Mujeres (044)",4486,1900,193,80,2323
"Desocupada (045)",393,158,8,4,223
"Hombres (046)",289,122,6,2,159
"Mujeres (047)",104,36,2,2,64
"No PEA (048)",24472,12841,688,412,10575
"Hombres (049)",10098,5506,249,204,4160
"Mujeres (050)",14374,7335,439,208,6415
