"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANCHIS (000)",91638,25842,9103,2003,54802
"Quechua (001)",53695,14805,3562,810,34566
"Aymara (002)",107,29,10,4,65
"Asháninka (003)",5,1,,1,3
"Otra lengua nativa (004)",7,2,1,,4
"Castellano (005)",37702,10959,5526,1185,20095
"Idioma Extranjero (006)",2,,,,2
"Es Sordomudo/a (007)",120,46,4,3,67
"Hombres (009)",44327,11970,4540,1139,26746
"Quechua (010)",24684,6390,1685,452,16189
"Aymara (011)",55,7,5,1,42
"Asháninka (012)",2,1,,,1
"Otra lengua nativa (013)",1,1,,,
"Castellano (014)",19535,5549,2849,686,10487
"Idioma Extranjero (015)",2,,,,2
"Es Sordomudo/a (016)",48,22,1,,25
"Mujeres (018)",47311,13872,4563,864,28056
"Quechua (019)",29011,8415,1877,358,18377
"Aymara (020)",52,22,5,3,23
"Asháninka (021)",3,,,1,2
"Otra lengua nativa (022)",6,1,1,,4
"Castellano (023)",18167,5410,2677,499,9608
"Es Sordomudo/a (025)",72,24,3,3,42
,,,,,
"URBANA (027)",55187,12419,8191,1650,33025
"Quechua (028)",23171,4225,2894,564,15527
"Aymara (029)",71,13,10,3,46
"Asháninka (030)",3,,,,3
"Otra lengua nativa (031)",5,1,1,,3
"Castellano (032)",31872,8147,5282,1081,17420
"Idioma Extranjero (033)",2,,,,2
"Es Sordomudo/a (034)",63,33,4,2,24
"Hombres (036)",26784,5819,4057,949,16022
"Quechua (037)",10396,1764,1335,314,7012
"Aymara (038)",44,5,5,1,33
"Asháninka (039)",1,,,,1
"Castellano (041)",16318,4036,2716,634,8966
"Idioma Extranjero (042)",2,,,,2
"Es Sordomudo/a (043)",23,14,1,,8
"Mujeres (045)",28403,6600,4134,701,17003
"Quechua (046)",12775,2461,1559,250,8515
"Aymara (047)",27,8,5,2,13
"Asháninka (048)",2,,,,2
"Otra lengua nativa (049)",5,1,1,,3
"Castellano (050)",15554,4111,2566,447,8454
"Es Sordomudo/a (052)",40,19,3,2,16
,,,,,
"RURAL (054)",36451,13423,912,353,21777
"Quechua (055)",30524,10580,668,246,19039
"Aymara (056)",36,16,,1,19
"Asháninka (057)",2,1,,1,
"Otra lengua nativa (058)",2,1,,,1
"Castellano (059)",5830,2812,244,104,2675
"Es Sordomudo/a (061)",57,13,,1,43
"Hombres (063)",17543,6151,483,190,10724
"Quechua (064)",14288,4626,350,138,9177
"Aymara (065)",11,2,,,9
"Asháninka (066)",1,1,,,
"Otra lengua nativa (067)",1,1,,,
"Castellano (068)",3217,1513,133,52,1521
"Es Sordomudo/a (070)",25,8,,,17
"Mujeres (072)",18908,7272,429,163,11053
"Quechua (073)",16236,5954,318,108,9862
"Aymara (074)",25,14,,1,10
"Asháninka (075)",1,,,1,
"Otra lengua nativa (076)",1,,,,1
"Castellano (077)",2613,1299,111,52,1154
"Es Sordomudo/a (079)",32,5,,1,26
