"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PARURO (000)",14204,11216,2988
"De 3 a 5 años (001)",2375,201,2174
"De 6 a 11 años (002)",5112,4456,656
"De 12 a 16 años (003)",3781,3750,31
"De 17 a 24 años (004)",2936,2809,127
"Hombres (005)",7469,5949,1520
"De 3 a 5 años (006)",1238,105,1133
"De 6 a 11 años (007)",2683,2340,343
"De 12 a 16 años (008)",2004,1992,12
"De 17 a 24 años (009)",1544,1512,32
"Mujeres (010)",6735,5267,1468
"De 3 a 5 años (011)",1137,96,1041
"De 6 a 11 años (012)",2429,2116,313
"De 12 a 16 años (013)",1777,1758,19
"De 17 a 24 años (014)",1392,1297,95
,,,
"URBANA (015)",4644,3798,846
"De 3 a 5 años (016)",716,69,647
"De 6 a 11 años (017)",1531,1368,163
"De 12 a 16 años (018)",1358,1352,6
"De 17 a 24 años (019)",1039,1009,30
"Hombres (020)",2451,2027,424
"De 3 a 5 años (021)",369,39,330
"De 6 a 11 años (022)",821,738,83
"De 12 a 16 años (023)",710,708,2
"De 17 a 24 años (024)",551,542,9
"Mujeres (025)",2193,1771,422
"De 3 a 5 años (026)",347,30,317
"De 6 a 11 años (027)",710,630,80
"De 12 a 16 años (028)",648,644,4
"De 17 a 24 años (029)",488,467,21
,,,
"RURAL (030)",9560,7418,2142
"De 3 a 5 años (031)",1659,132,1527
"De 6 a 11 años (032)",3581,3088,493
"De 12 a 16 años (033)",2423,2398,25
"De 17 a 24 años (034)",1897,1800,97
"Hombres (035)",5018,3922,1096
"De 3 a 5 años (036)",869,66,803
"De 6 a 11 años (037)",1862,1602,260
"De 12 a 16 años (038)",1294,1284,10
"De 17 a 24 años (039)",993,970,23
"Mujeres (040)",4542,3496,1046
"De 3 a 5 años (041)",790,66,724
"De 6 a 11 años (042)",1719,1486,233
"De 12 a 16 años (043)",1129,1114,15
"De 17 a 24 años (044)",904,830,74
