"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TAMBOPATA (000)",34985,580,13647,12666,7124,968
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",91,,4,39,44,4
"Profes., científicos e intelectuales (002)",2600,,522,1428,633,17
"Técnicos de nivel medio y trab.asimilados (003)",2089,1,805,828,426,29
"Jefes y empleados de oficina (004)",1654,,758,585,304,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",6092,114,2560,2173,1144,101
"Agricult.trabaj. calif. agrop. y pesqueros (006)",3268,12,674,1094,1115,373
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",3636,22,1593,1265,678,78
"Obreros construc., conf., papel, fab., instr. (008)",4989,25,1972,1928,1003,61
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",7934,366,3521,2445,1359,243
"Otra (010)",331,,149,143,39,
"Ocupación no especificada (011)",1321,24,557,465,237,38
"Desocupado (012)",980,16,532,273,142,17
"Hombres (013)",23097,354,8662,8148,5153,780
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",77,,4,31,38,4
"Profes., científicos e intelectuales (015)",1391,,241,708,428,14
"Técnicos de nivel medio y trab.asimilados (016)",1322,,446,546,308,22
"Jefes y empleados de oficina (017)",787,,257,310,213,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2125,56,826,690,494,59
"Agricult.trabaj. calif. agrop. y pesqueros (019)",2887,11,597,949,992,338
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",3224,21,1449,1089,592,73
"Obreros construc., conf., papel, fab., instr. (021)",4857,24,1910,1877,985,61
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",4787,224,2205,1370,826,162
"Otra (023)",315,,136,142,37,
"Ocupación no especificada (024)",713,10,286,257,136,24
"Desocupado (025)",612,8,305,179,104,16
"Mujeres (026)",11888,226,4985,4518,1971,188
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",14,,,8,6,
"Profes., científicos e intelectuales (028)",1209,,281,720,205,3
"Técnicos de nivel medio y trab.asimilados (029)",767,1,359,282,118,7
"Jefes y empleados de oficina (030)",867,,501,275,91,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3967,58,1734,1483,650,42
"Agricult.trabaj. calif. agrop. y pesqueros (032)",381,1,77,145,123,35
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",412,1,144,176,86,5
