"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUAROCHIRI (000)",56671,7177,10567,12069,9672,6838,10348
"Conviviente (001)",15168,124,2805,5795,3757,1618,1069
"Separado(a) (002)",1802,12,156,384,439,380,431
"Casado(a) (003)",16390,17,387,2461,3901,3753,5871
"Viudo(a) (004)",2652,2,9,41,173,296,2131
"Divorciado(a) (005)",227,,3,21,36,67,100
"Soltero(a) (006)",20432,7022,7207,3367,1366,724,746
"Hombres (008)",30267,3637,5666,6680,5331,3694,5259
"Conviviente (009)",8109,46,1083,3199,2185,974,622
"Separado(a) (010)",641,4,30,109,153,158,187
"Casado(a) (011)",8753,8,154,1249,2084,1990,3268
"Viudo(a) (012)",837,,4,7,52,69,705
"Divorciado(a) (013)",128,,,11,21,41,55
"Soltero(a) (014)",11799,3579,4395,2105,836,462,422
"Mujeres (016)",26404,3540,4901,5389,4341,3144,5089
"Conviviente (017)",7059,78,1722,2596,1572,644,447
"Separado(a) (018)",1161,8,126,275,286,222,244
"Casado(a) (019)",7637,9,233,1212,1817,1763,2603
"Viudo(a) (020)",1815,2,5,34,121,227,1426
"Divorciado(a) (021)",99,,3,10,15,26,45
"Soltero(a) (022)",8633,3443,2812,1262,530,262,324
,,,,,,,
"URBANA (024)",38438,5093,7129,7883,6514,4647,7172
"Conviviente (025)",9594,83,1770,3654,2414,1013,660
"Separado(a) (026)",1253,6,106,268,301,271,301
"Casado(a) (027)",11360,12,250,1620,2719,2602,4157
"Viudo(a) (028)",1824,1,6,27,120,198,1472
"Divorciado(a) (029)",172,,2,9,21,60,80
"Soltero(a) (030)",14235,4991,4995,2305,939,503,502
"Hombres (032)",19644,2557,3665,4093,3396,2388,3545
"Conviviente (033)",4869,37,634,1892,1336,596,374
"Separado(a) (034)",425,3,22,69,108,106,117
"Casado(a) (035)",5807,6,95,739,1363,1311,2293
"Viudo(a) (036)",537,,2,4,32,39,460
"Divorciado(a) (037)",95,,,5,10,36,44
"Soltero(a) (038)",7911,2511,2912,1384,547,300,257
"Mujeres (040)",18794,2536,3464,3790,3118,2259,3627
"Conviviente (041)",4725,46,1136,1762,1078,417,286
"Separado(a) (042)",828,3,84,199,193,165,184
"Casado(a) (043)",5553,6,155,881,1356,1291,1864
"Viudo(a) (044)",1287,1,4,23,88,159,1012
"Divorciado(a) (045)",77,,2,4,11,24,36
"Soltero(a) (046)",6324,2480,2083,921,392,203,245
,,,,,,,
"RURAL (048)",18233,2084,3438,4186,3158,2191,3176
"Conviviente (049)",5574,41,1035,2141,1343,605,409
"Separado(a) (050)",549,6,50,116,138,109,130
"Casado(a) (051)",5030,5,137,841,1182,1151,1714
"Viudo(a) (052)",828,1,3,14,53,98,659
"Divorciado(a) (053)",55,,1,12,15,7,20
"Soltero(a) (054)",6197,2031,2212,1062,427,221,244
"Hombres (056)",10623,1080,2001,2587,1935,1306,1714
"Conviviente (057)",3240,9,449,1307,849,378,248
"Separado(a) (058)",216,1,8,40,45,52,70
"Casado(a) (059)",2946,2,59,510,721,679,975
"Viudo(a) (060)",300,,2,3,20,30,245
"Divorciado(a) (061)",33,,,6,11,5,11
"Soltero(a) (062)",3888,1068,1483,721,289,162,165
"Mujeres (064)",7610,1004,1437,1599,1223,885,1462
"Conviviente (065)",2334,32,586,834,494,227,161
"Separado(a) (066)",333,5,42,76,93,57,60
"Casado(a) (067)",2084,3,78,331,461,472,739
"Viudo(a) (068)",528,1,1,11,33,68,414
"Divorciado(a) (069)",22,,1,6,4,2,9
"Soltero(a) (070)",2309,963,729,341,138,59,79
