"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHINCHA (000)",56981,51130,83,11649,12421,9739,10220,4425,1825,768,5851,162326
"De 12 a 14 años (001)",66,16,1,14,1,,,,,,50,16
"De 15 a 19 años (002)",1546,1218,4,1072,118,16,8,,,,328,1388
"De 20 a 24 años (003)",6425,4650,11,3189,1176,218,44,12,,,1775,6454
"De 25 a 29 años (004)",7629,6181,5,2589,2351,942,277,14,3,,1448,11384
"De 30 a 34 años (005)",7547,6819,9,1586,2645,1625,879,65,5,5,728,15980
"De 35 a 39 años (006)",6746,6314,8,877,1966,1856,1343,225,34,5,432,17887
"De 40 a 44 años (007)",5761,5483,6,635,1367,1468,1543,394,57,13,278,17551
"De 45 a 49 años (008)",4768,4551,7,427,891,1085,1420,553,128,40,217,16697
"De 50 y más años (009)",16493,15898,32,1260,1906,2529,4706,3162,1598,705,595,74969
"PEA (010)",23382,20146,37,5249,5520,3994,3639,1181,386,140,3236,56356
"De 12 a 14 años (011)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (012)",294,239,,211,26,2,,,,,55,269
"De 20 a 24 años (013)",2535,1575,3,1154,353,48,14,3,,,960,2079
"De 25 a 29 años (014)",3666,2664,2,1292,946,320,97,5,2,,1002,4596
"De 30 a 34 años (015)",3752,3257,6,928,1271,693,334,21,2,2,495,7143
"De 35 a 39 años (016)",3562,3280,5,561,1051,918,651,82,9,3,282,8827
"De 40 a 44 años (017)",2994,2826,4,418,770,738,710,153,25,8,168,8487
"De 45 a 49 años (018)",2270,2157,6,265,470,509,615,226,48,18,113,7464
"De 50 y más años (019)",4304,4145,11,417,633,766,1218,691,300,109,159,17488
