"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TACNA (000)",105507,100535,34300,18577,19591,11854,10147,3848,1524,694,4972,182637
"De 12 a 14 años (001)",7626,7590,7547,33,10,,,,,,36,53
"De 15 a 19 años (002)",13173,12998,11978,910,88,15,7,,,,175,1159
"De 20 a 24 años (003)",13623,11947,7008,3722,1017,155,31,14,,,1676,6440
"De 25 a 29 años (004)",13408,11868,3402,4651,2856,742,200,14,3,,1540,13531
"De 30 a 34 años (005)",11965,11312,1684,3401,3949,1615,605,50,4,4,653,19080
"De 35 a 39 años (006)",10932,10578,966,2138,3943,2149,1190,171,16,5,354,22840
"De 40 a 44 años (007)",8928,8727,543,1338,2798,2113,1546,324,48,17,201,22561
"De 45 a 49 años (008)",6984,6891,341,856,1917,1610,1539,476,125,27,93,20580
"De 50 y más años (009)",18868,18624,831,1528,3013,3455,5029,2799,1328,641,244,76393
"PEA (010)",51585,48626,12109,11038,11318,6520,5130,1707,577,227,2959,93706
"De 12 a 14 años (011)",247,245,236,7,2,,,,,,2,11
"De 15 a 19 años (012)",3135,3080,2707,336,28,9,,,,,55,419
"De 20 a 24 años (013)",6785,5920,3616,1788,433,61,12,10,,,865,2949
"De 25 a 29 años (014)",8020,6984,2438,2723,1381,335,94,11,2,,1036,6963
"De 30 a 34 años (015)",7616,7137,1340,2292,2282,863,319,36,2,3,479,11066
"De 35 a 39 años (016)",7258,6993,770,1542,2547,1332,690,103,6,3,265,14325
"De 40 a 44 años (017)",6001,5874,401,978,1938,1368,967,184,31,7,127,14620
"De 45 a 49 años (018)",4604,4546,249,634,1288,1036,983,275,68,13,58,13039
"De 50 y más años (019)",7919,7847,352,738,1419,1516,2065,1088,468,201,72,30314
