"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia URUBAMBA (000)",520,121,399
"Sin nivel (001)",19,2,17
"Educación inicial (002)",2,,2
"Primaria (003)",106,20,86
"Secundaria (004)",266,75,191
"Superior no univ. incompleta (005)",35,8,27
"Superior no univ. completa (006)",48,10,38
"Superior univ. incompleta (007)",17,4,13
"Superior univ. completa (008)",27,2,25
"De 14 a 29 años (010)",284,99,185
"Sin nivel (011)",4,2,2
"Educación inicial (012)",2,,2
"Primaria (013)",41,16,25
"Secundaria (014)",169,62,107
"Superior no univ. incompleta (015)",18,7,11
"Superior no univ. completa (016)",28,8,20
"Superior univ. incompleta (017)",10,3,7
"Superior univ. completa (018)",12,1,11
"De 30 a 44 años (020)",139,18,121
"Sin nivel (021)",7,,7
"Primaria (023)",33,3,30
"Secundaria (024)",58,10,48
"Superior no univ. incompleta (025)",10,1,9
"Superior no univ. completa (026)",16,2,14
"Superior univ. incompleta (027)",5,1,4
"Superior univ. completa (028)",10,1,9
"De 45 a 64 años (030)",83,4,79
"Sin nivel (031)",5,,5
"Primaria (033)",23,1,22
"Secundaria (034)",38,3,35
"Superior no univ. incompleta (035)",6,,6
"Superior no univ. completa (036)",4,,4
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",5,,5
"De 65 y más años (040)",14,,14
"Sin nivel (041)",3,,3
"Primaria (043)",9,,9
"Secundaria (044)",1,,1
"Superior no univ. incompleta (045)",1,,1
,,,
"AREA URBANA (050)",333,82,251
"Sin nivel (051)",4,1,3
"Primaria (053)",55,12,43
"Secundaria (054)",165,50,115
"Superior no univ. incompleta (055)",29,6,23
"Superior no univ. completa (056)",40,7,33
"Superior univ. incompleta (057)",14,4,10
"Superior univ. completa (058)",26,2,24
"De 14 a 29 años (060)",191,69,122
"Sin nivel (061)",1,1,
"Primaria (063)",23,8,15
"Secundaria (064)",108,43,65
"Superior no univ. incompleta (065)",15,6,9
"Superior no univ. completa (066)",24,7,17
"Superior univ. incompleta (067)",9,3,6
"Superior univ. completa (068)",11,1,10
"De 30 a 44 años (070)",84,9,75
"Sin nivel (071)",2,,2
"Primaria (073)",17,3,14
"Secundaria (074)",30,4,26
"Superior no univ. incompleta (075)",8,,8
"Superior no univ. completa (076)",13,,13
"Superior univ. incompleta (077)",4,1,3
"Superior univ. completa (078)",10,1,9
"De 45 a 64 años (080)",52,4,48
"Sin nivel (081)",1,,1
"Primaria (083)",10,1,9
"Secundaria (084)",27,3,24
"Superior no univ. incompleta (085)",5,,5
"Superior no univ. completa (086)",3,,3
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",5,,5
"De 65 y más años (090)",6,,6
"Primaria (093)",5,,5
"Superior no univ. incompleta (095)",1,,1
,,,
"AREA RURAL (100)",187,39,148
"Sin nivel (101)",15,1,14
"Educación inicial (102)",2,,2
"Primaria (103)",51,8,43
"Secundaria (104)",101,25,76
"Superior no univ. incompleta (105)",6,2,4
"Superior no univ. completa (106)",8,3,5
"Superior univ. incompleta (107)",3,,3
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",93,30,63
"Sin nivel (111)",3,1,2
"Educación inicial (112)",2,,2
"Primaria (113)",18,8,10
"Secundaria (114)",61,19,42
"Superior no univ. incompleta (115)",3,1,2
"Superior no univ. completa (116)",4,1,3
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",55,9,46
"Sin nivel (121)",5,,5
"Primaria (123)",16,,16
"Secundaria (124)",28,6,22
"Superior no univ. incompleta (125)",2,1,1
"Superior no univ. completa (126)",3,2,1
"Superior univ. incompleta (127)",1,,1
"De 45 a 64 años (130)",31,,31
"Sin nivel (131)",4,,4
"Primaria (133)",13,,13
"Secundaria (134)",11,,11
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",1,,1
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",8,,8
"Sin nivel (141)",3,,3
"Primaria (143)",4,,4
"Secundaria (144)",1,,1
