"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",4571,35,98,238,429,881,1733,1157
"De 12 a 14 años (001)",7,,,,,,,7
"De 15 a 19 años (002)",176,,,,,,86,90
"De 20 a 24 años (003)",603,,,,,2,351,250
"De 25 a 29 años (004)",659,,,,,21,446,192
"De 30 a 34 años (005)",612,,,,1,92,391,128
"De 35 a 39 años (006)",522,,,,4,172,279,67
"De 40 a 44 años (007)",462,,,,34,215,133,80
"De 45 a 49 años (008)",388,,,3,78,200,39,68
"De 50 y más años (009)",1142,35,98,235,312,179,8,275
"PEA (010)",1301,2,3,36,106,324,472,358
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",21,,,,,,8,13
"De 20 a 24 años (013)",137,,,,,,70,67
"De 25 a 29 años (014)",175,,,,,7,104,64
"De 30 a 34 años (015)",212,,,,1,32,124,55
"De 35 a 39 años (016)",208,,,,1,73,108,26
"De 40 a 44 años (017)",178,,,,11,90,42,35
"De 45 a 49 años (018)",145,,,1,25,72,14,33
"De 50 y más años (019)",224,2,3,35,68,50,2,64
"Ocupada (020)",1255,2,3,34,104,313,459,340
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",20,,,,,,8,12
"De 20 a 24 años (023)",128,,,,,,70,58
"De 25 a 29 años (024)",171,,,,,6,102,63
"De 30 a 34 años (025)",198,,,,1,28,117,52
"De 35 a 39 años (026)",204,,,,1,72,105,26
"De 40 a 44 años (027)",172,,,,10,87,41,34
"De 45 a 49 años (028)",140,,,1,24,71,14,30
"De 50 y más años (029)",221,2,3,33,68,49,2,64
"Desocupada (030)",46,,,2,2,11,13,18
"De 15 a 19 años (032)",1,,,,,,,1
"De 20 a 24 años (033)",9,,,,,,,9
"De 25 a 29 años (034)",4,,,,,1,2,1
"De 30 a 34 años (035)",14,,,,,4,7,3
"De 35 a 39 años (036)",4,,,,,1,3,
"De 40 a 44 años (037)",6,,,,1,3,1,1
"De 45 a 49 años (038)",5,,,,1,1,,3
"De 50 y más años (039)",3,,,2,,1,,
"No PEA (040)",3270,33,95,202,323,557,1261,799
"De 12 a 14 años (041)",6,,,,,,,6
"De 15 a 19 años (042)",155,,,,,,78,77
"De 20 a 24 años (043)",466,,,,,2,281,183
"De 25 a 29 años (044)",484,,,,,14,342,128
"De 30 a 34 años (045)",400,,,,,60,267,73
"De 35 a 39 años (046)",314,,,,3,99,171,41
"De 40 a 44 años (047)",284,,,,23,125,91,45
"De 45 a 49 años (048)",243,,,2,53,128,25,35
