"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia EL DORADO (000)",199,45,154
"De 14 a 29 años (001)",106,36,70
"De 30 a 44 años (002)",58,8,50
"De 45 a 64 años (003)",25,1,24
"De 65 y más años (004)",10,,10
"Hombres (005)",159,24,135
"De 14 a 29 años (006)",77,19,58
"De 30 a 44 años (007)",50,5,45
"De 45 a 64 años (008)",23,,23
"De 65 y más años (009)",9,,9
"Mujeres (010)",40,21,19
"De 14 a 29 años (011)",29,17,12
"De 30 a 44 años (012)",8,3,5
"De 45 a 64 años (013)",2,1,1
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",94,24,70
"De 14 a 29 años (016)",48,20,28
"De 30 a 44 años (017)",29,3,26
"De 45 a 64 años (018)",14,1,13
"De 65 y más años (019)",3,,3
"Hombres (020)",71,16,55
"De 14 a 29 años (021)",32,14,18
"De 30 a 44 años (022)",25,2,23
"De 45 a 64 años (023)",12,,12
"De 65 y más años (024)",2,,2
"Mujeres (025)",23,8,15
"De 14 a 29 años (026)",16,6,10
"De 30 a 44 años (027)",4,1,3
"De 45 a 64 años (028)",2,1,1
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",105,21,84
"De 14 a 29 años (031)",58,16,42
"De 30 a 44 años (032)",29,5,24
"De 45 a 64 años (033)",11,,11
"De 65 y más años (034)",7,,7
"Hombres (035)",88,8,80
"De 14 a 29 años (036)",45,5,40
"De 30 a 44 años (037)",25,3,22
"De 45 a 64 años (038)",11,,11
"De 65 y más años (039)",7,,7
"Mujeres (040)",17,13,4
"De 14 a 29 años (041)",13,11,2
"De 30 a 44 años (042)",4,2,2
