"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AYMARAES (000)",9204,1262,1910,3868,35,2063,66
"Conviviente (001)",2467,369,631,980,13,464,10
"Separado(a) (002)",226,36,41,104,1,39,5
"Casado(a) (003)",4310,544,715,2018,10,1010,13
"Viudo(a) (004)",463,17,38,302,5,98,3
"Divorciado(a) (005)",50,8,11,23,,8,
"Soltero(a) (006)",1688,288,474,441,6,444,35
"Hombres (008)",7007,835,1730,2890,27,1517,8
"Conviviente (009)",1932,262,585,741,10,334,
"Separado(a) (010)",109,17,28,38,1,24,1
"Casado(a) (011)",3375,388,646,1627,9,704,1
"Viudo(a) (012)",210,7,24,116,2,61,
"Divorciado(a) (013)",36,5,11,16,,4,
"Soltero(a) (014)",1345,156,436,352,5,390,6
"Mujeres (016)",2197,427,180,978,8,546,58
"Conviviente (017)",535,107,46,239,3,130,10
"Separado(a) (018)",117,19,13,66,,15,4
"Casado(a) (019)",935,156,69,391,1,306,12
"Viudo(a) (020)",253,10,14,186,3,37,3
"Divorciado(a) (021)",14,3,,7,,4,
"Soltero(a) (022)",343,132,38,89,1,54,29
,,,,,,,
"URBANA (024)",4132,814,628,1646,17,983,44
"Conviviente (025)",1125,252,185,450,5,227,6
"Separado(a) (026)",111,25,21,42,,20,3
"Casado(a) (027)",1893,356,247,801,6,475,8
"Viudo(a) (028)",202,13,14,121,2,50,2
"Divorciado(a) (029)",17,5,,9,,3,
"Soltero(a) (030)",784,163,161,223,4,208,25
"Hombres (032)",2837,487,531,1134,13,666,6
"Conviviente (033)",796,170,157,316,3,150,
"Separado(a) (034)",45,11,12,13,,9,
"Casado(a) (035)",1342,229,210,593,6,303,1
"Viudo(a) (036)",73,5,9,33,1,25,
"Divorciado(a) (037)",11,3,,6,,2,
"Soltero(a) (038)",570,69,143,173,3,177,5
"Mujeres (040)",1295,327,97,512,4,317,38
"Conviviente (041)",329,82,28,134,2,77,6
"Separado(a) (042)",66,14,9,29,,11,3
"Casado(a) (043)",551,127,37,208,,172,7
"Viudo(a) (044)",129,8,5,88,1,25,2
"Divorciado(a) (045)",6,2,,3,,1,
"Soltero(a) (046)",214,94,18,50,1,31,20
,,,,,,,
"RURAL (048)",5072,448,1282,2222,18,1080,22
"Conviviente (049)",1342,117,446,530,8,237,4
"Separado(a) (050)",115,11,20,62,1,19,2
"Casado(a) (051)",2417,188,468,1217,4,535,5
"Viudo(a) (052)",261,4,24,181,3,48,1
"Divorciado(a) (053)",33,3,11,14,,5,
"Soltero(a) (054)",904,125,313,218,2,236,10
"Hombres (056)",4170,348,1199,1756,14,851,2
"Conviviente (057)",1136,92,428,425,7,184,
"Separado(a) (058)",64,6,16,25,1,15,1
"Casado(a) (059)",2033,159,436,1034,3,401,
"Viudo(a) (060)",137,2,15,83,1,36,
"Divorciado(a) (061)",25,2,11,10,,2,
"Soltero(a) (062)",775,87,293,179,2,213,1
"Mujeres (064)",902,100,83,466,4,229,20
"Conviviente (065)",206,25,18,105,1,53,4
"Separado(a) (066)",51,5,4,37,,4,1
"Casado(a) (067)",384,29,32,183,1,134,5
"Viudo(a) (068)",124,2,9,98,2,12,1
"Divorciado(a) (069)",8,1,,4,,3,
"Soltero(a) (070)",129,38,20,39,,23,9
