"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CONTUMAZA (000)",29505,1312,6611,5242,4258,3810,3111,2078,3083
"Quechua (001)",24,1,2,1,3,10,4,2,1
"Aymara (002)",6,,3,,1,2,,,
"Ashaninca (003)",1,,,,,,,1,
"Castellano (005)",29421,1310,6592,5226,4246,3793,3099,2074,3081
"Idioma extranjero (006)",1,,,,1,,,,
"Es sordomudo/a (007)",52,1,14,15,7,5,8,1,1
"Hombres (009)",15032,673,3385,2715,2138,1905,1572,1063,1581
"Quechua (010)",11,1,1,,1,4,2,1,1
"Aymara (011)",2,,,,1,1,,,
"Ashaninca (012)",1,,,,,,,1,
"Castellano (014)",14984,672,3376,2705,2130,1897,1564,1060,1580
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",33,,8,10,5,3,6,1,
"Mujeres (018)",14473,639,3226,2527,2120,1905,1539,1015,1502
"Quechua (019)",13,,1,1,2,6,2,1,
"Aymara (020)",4,,3,,,1,,,
"Castellano (023)",14437,638,3216,2521,2116,1896,1535,1014,1501
"Es sordomudo/a (025)",19,1,6,5,2,2,2,,1
,,,,,,,,,
"URBANA (027)",12606,480,2527,2249,1818,1799,1474,957,1302
"Quechua (028)",19,,,1,3,9,4,1,1
"Aymara (029)",4,,1,,1,2,,,
"Castellano (032)",12565,480,2522,2245,1811,1786,1465,955,1301
"Idioma extranjero (033)",1,,,,1,,,,
"Es sordomudo/a (034)",17,,4,3,2,2,5,1,
"Hombres (036)",6260,251,1302,1150,864,857,716,468,652
"Quechua (037)",8,,,,1,3,2,1,1
"Aymara (038)",2,,,,1,1,,,
"Castellano (041)",6239,251,1300,1148,860,853,710,466,651
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",10,,2,2,1,,4,1,
"Mujeres (045)",6346,229,1225,1099,954,942,758,489,650
"Quechua (046)",11,,,1,2,6,2,,
"Aymara (047)",2,,1,,,1,,,
"Castellano (050)",6326,229,1222,1097,951,933,755,489,650
"Es sordomudo/a (052)",7,,2,1,1,2,1,,
,,,,,,,,,
"RURAL (054)",16899,832,4084,2993,2440,2011,1637,1121,1781
"Quechua (055)",5,1,2,,,1,,1,
"Aymara (056)",2,,2,,,,,,
"Ashaninca (057)",1,,,,,,,1,
"Castellano (059)",16856,830,4070,2981,2435,2007,1634,1119,1780
"Es sordomudo/a (061)",35,1,10,12,5,3,3,,1
"Hombres (063)",8772,422,2083,1565,1274,1048,856,595,929
"Quechua (064)",3,1,1,,,1,,,
"Ashaninca (066)",1,,,,,,,1,
"Castellano (068)",8745,421,2076,1557,1270,1044,854,594,929
"Es sordomudo/a (070)",23,,6,8,4,3,2,,
"Mujeres (072)",8127,410,2001,1428,1166,963,781,526,852
"Quechua (073)",2,,1,,,,,1,
"Aymara (074)",2,,2,,,,,,
"Castellano (077)",8111,409,1994,1424,1165,963,780,525,851
"Es sordomudo/a (079)",12,1,4,4,1,,1,,1
