"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia REQUENA (000)",14791,676,8466,2820,651,236,118,49,5,,1770
"Catolica (001)",10205,422,5641,2067,505,185,85,37,4,,1259
"Cristiana / Evangelica (002)",3932,211,2432,646,125,45,32,11,1,,429
"Otra (003)",384,15,233,78,15,6,,1,,,36
"Ninguna (004)",270,28,160,29,6,,1,,,,46
,,,,,,,,,,,
"URBANA (006)",8746,301,4606,1928,476,179,84,37,3,,1132
"Catolica (007)",6419,214,3264,1468,392,145,61,28,3,,844
"Cristiana / Evangelica (008)",1978,77,1136,399,72,31,22,8,,,233
"Otra (009)",206,5,123,42,7,3,,1,,,25
"Ninguna (010)",143,5,83,19,5,,1,,,,30
,,,,,,,,,,,
"RURAL (012)",6045,375,3860,892,175,57,34,12,2,,638
"Catolica (013)",3786,208,2377,599,113,40,24,9,1,,415
"Cristiana / Evangelica (014)",1954,134,1296,247,53,14,10,3,1,,196
"Otra (015)",178,10,110,36,8,3,,,,,11
"Ninguna (016)",127,23,77,10,1,,,,,,16
