"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia VICTOR FAJARDO",,,,,,,,
"Viviendas particulares (001)",7936,7612,288,12,7,10,3,4
"Ocupantes presentes (002)",24942,23874,979,36,14,20,8,11
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",7327,7024,271,12,3,10,3,4
"Ocupantes presentes (005)",23744,22732,927,36,10,20,8,11
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",20,,16,,4,,,
"Ocupantes presentes (011)",55,,51,,4,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",35,35,,,,,,
"Ocupantes presentes (014)",115,115,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",540,539,1,,,,,
"Ocupantes presentes (017)",1004,1003,1,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",13,13,,,,,,
"Ocupantes presentes (020)",20,20,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,
"Ocupantes presentes (023)",4,4,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",5617,5330,254,10,7,10,3,3
"Ocupantes presentes (029)",18434,17470,879,34,14,20,8,9
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",5548,5281,238,10,3,10,3,3
"Ocupantes presentes (032)",18240,17331,828,34,10,20,8,9
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",20,,16,,4,,,
"Ocupantes presentes (038)",55,,51,,4,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",35,35,,,,,,
"Ocupantes presentes (041)",115,115,,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",13,13,,,,,,
"Ocupantes presentes (047)",20,20,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,
"Ocupantes presentes (050)",4,4,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",2319,2282,34,2,,,,1
"Ocupantes presentes (056)",6508,6404,100,2,,,,2
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",1779,1743,33,2,,,,1
"Ocupantes presentes (059)",5504,5401,99,2,,,,2
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",540,539,1,,,,,
"Ocupantes presentes (071)",1004,1003,1,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
