"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia YAUYOS",,,,,,,,,
"Viviendas particulares (001)",239,113,31,13,24,4,,5,49
"Ocupantes presentes (002)",783,364,110,39,82,17,,15,156
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",237,113,31,13,24,4,,5,47
"Ocupantes presentes (005)",776,364,110,39,82,17,,15,149
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1,,,,,,,,1
"Ocupantes presentes (011)",1,,,,,,,,1
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,,,,,,,,1
"Ocupantes presentes (014)",6,,,,,,,,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",214,102,28,11,17,4,,5,47
"Ocupantes presentes (029)",707,335,106,33,52,17,,15,149
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",212,102,28,11,17,4,,5,45
"Ocupantes presentes (032)",700,335,106,33,52,17,,15,142
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1,,,,,,,,1
"Ocupantes presentes (038)",1,,,,,,,,1
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,,,,,,,,1
"Ocupantes presentes (041)",6,,,,,,,,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",25,11,3,2,7,,,,2
"Ocupantes presentes (056)",76,29,4,6,30,,,,7
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",25,11,3,2,7,,,,2
"Ocupantes presentes (059)",76,29,4,6,30,,,,7
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
