"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MAYNAS (000)",419197,97103,69681,27505,226589
"Hombres (001)",210945,43872,33618,15909,118546
"Mujeres (002)",208252,53231,36063,11596,108043
"PEA (003)",178635,23796,32833,12037,110941
"Hombres (004)",115757,13885,18591,8236,75709
"Mujeres (005)",62878,9911,14242,3801,35232
"Ocupada (006)",168136,22266,31904,11581,103345
"Hombres (007)",108369,12908,18001,7923,70193
"Mujeres (008)",59767,9358,13903,3658,33152
"Desocupada (009)",10499,1530,929,456,7596
"Hombres (010)",7388,977,590,313,5516
"Mujeres (011)",3111,553,339,143,2080
"No PEA (012)",240562,73307,36848,15468,115648
"Hombres (013)",95188,29987,15027,7673,42837
"Mujeres (014)",145374,43320,21821,7795,72811
,,,,,
"URBANA (018)",337795,63448,66863,25983,183006
"Hombres (019)",166141,27266,32090,14799,92846
"Mujeres (020)",171654,36182,34773,11184,90160
"PEA (021)",143452,14760,31256,11515,86819
"Hombres (022)",89568,7861,17544,7790,56970
"Mujeres (023)",53884,6899,13712,3725,29849
"Ocupada (024)",134536,13648,30359,11072,80344
"Hombres (025)",83535,7213,16975,7487,52449
"Mujeres (026)",51001,6435,13384,3585,27895
"Desocupada (027)",8916,1112,897,443,6475
"Hombres (028)",6033,648,569,303,4521
"Mujeres (029)",2883,464,328,140,1954
"No PEA (030)",194343,48688,35607,14468,96187
"Hombres (031)",76573,19405,14546,7009,35876
"Mujeres (032)",117770,29283,21061,7459,60311
,,,,,
"RURAL (036)",81402,33655,2818,1522,43583
"Hombres (037)",44804,16606,1528,1110,25700
"Mujeres (038)",36598,17049,1290,412,17883
"PEA (039)",35183,9036,1577,522,24122
"Hombres (040)",26189,6024,1047,446,18739
"Mujeres (041)",8994,3012,530,76,5383
"Ocupada (042)",33600,8618,1545,509,23001
"Hombres (043)",24834,5695,1026,436,17744
"Mujeres (044)",8766,2923,519,73,5257
"Desocupada (045)",1583,418,32,13,1121
"Hombres (046)",1355,329,21,10,995
"Mujeres (047)",228,89,11,3,126
"No PEA (048)",46219,24619,1241,1000,19461
"Hombres (049)",18615,10582,481,664,6961
"Mujeres (050)",27604,14037,760,336,12500
