"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CANGALLO",,,,,,,,,
"Viviendas particulares (001)",4121,107,88,72,239,27,70,57,3461
"Ocupantes presentes (002)",14897,412,325,217,819,101,269,199,12555
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4028,104,88,72,239,23,64,46,3392
"Ocupantes presentes (005)",14631,406,325,217,819,93,246,165,12360
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",33,,,,,4,2,10,17
"Ocupantes presentes (011)",82,,,,,8,5,31,38
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",31,2,,,,,4,1,24
"Ocupantes presentes (014)",102,5,,,,,18,3,76
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",23,1,,,,,,,22
"Ocupantes presentes (017)",63,1,,,,,,,62
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,,,,,,,,6
"Ocupantes presentes (023)",19,,,,,,,,19
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1857,73,21,36,104,26,70,43,1484
"Ocupantes presentes (029)",6605,257,57,101,337,94,269,133,5357
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1788,71,21,36,104,22,64,32,1438
"Ocupantes presentes (032)",6407,252,57,101,337,86,246,99,5229
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",33,,,,,4,2,10,17
"Ocupantes presentes (038)",82,,,,,8,5,31,38
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",31,2,,,,,4,1,24
"Ocupantes presentes (041)",102,5,,,,,18,3,76
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,,,,,,,5
"Ocupantes presentes (050)",14,,,,,,,,14
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2264,34,67,36,135,1,,14,1977
"Ocupantes presentes (056)",8292,155,268,116,482,7,,66,7198
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2240,33,67,36,135,1,,14,1954
"Ocupantes presentes (059)",8224,154,268,116,482,7,,66,7131
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",23,1,,,,,,,22
"Ocupantes presentes (071)",63,1,,,,,,,62
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
