"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia RECUAY (000)",5503,3975,483,432,613
"Empleado (001)",1085,256,128,230,471
"Obrero (002)",1161,590,232,198,141
"Trabajador independiente (003)",2601,2503,98,,
"Empleador o patrono (004)",50,38,8,3,1
"Trabajador familiar no remunerado (005)",565,547,17,1,
"Trabajador del hogar (006)",41,41,,,
"De 06 a 14 años (008)",78,73,2,3,
"Empleado (009)",6,4,,2,
"Obrero (010)",10,8,1,1,
"Trabajador independiente (011)",9,8,1,,
"Trabajador familiar no remunerado (013)",51,51,,,
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",1575,1108,180,142,145
"Empleado (017)",312,101,44,58,109
"Obrero (018)",431,213,98,84,36
"Trabajador independiente (019)",592,562,30,,
"Empleador o patrono (020)",11,8,3,,
"Trabajador familiar no remunerado (021)",205,200,5,,
"Trabajador del hogar (022)",24,24,,,
"De 30 a 44 años (024)",1766,1114,170,193,289
"Empleado (025)",499,97,53,118,231
"Obrero (026)",375,171,74,72,58
"Trabajador independiente (027)",736,702,34,,
"Empleador o patrono (028)",17,13,2,2,
"Trabajador familiar no remunerado (029)",128,120,7,1,
"Trabajador del hogar (030)",11,11,,,
"De 45 a 64 años (032)",1546,1177,115,90,164
"Empleado (033)",250,46,30,51,123
"Obrero (034)",286,156,52,38,40
"Trabajador independiente (035)",876,849,27,,
"Empleador o patrono (036)",18,13,3,1,1
"Trabajador familiar no remunerado (037)",113,110,3,,
"Trabajador del hogar (038)",3,3,,,
"De 65 y más años (040)",538,503,16,4,15
"Empleado (041)",18,8,1,1,8
"Obrero (042)",59,42,7,3,7
"Trabajador independiente (043)",388,382,6,,
"Empleador o patrono (044)",4,4,,,
"Trabajador familiar no remunerado (045)",68,66,2,,
"Trabajador del hogar (046)",1,1,,,
,,,,,
"URBANA (048)",3239,2107,314,283,535
"Empleado (049)",860,159,88,185,428
"Obrero (050)",676,330,145,95,106
"Trabajador independiente (051)",1360,1293,67,,
"Empleador o patrono (052)",38,28,7,2,1
"Trabajador familiar no remunerado (053)",272,264,7,1,
"Trabajador del hogar (054)",33,33,,,
"De 06 a 14 años (056)",28,24,1,3,
"Empleado (057)",4,2,,2,
"Obrero (058)",4,2,1,1,
