"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PADRE ABAD (000)",46652,5501,1053,21440,14946,1204,1023,606,879
"Quechua (001)",2961,740,12,1654,474,31,16,18,16
"Aymara (002)",34,10,1,13,7,,1,1,1
"Ashaninca (003)",60,14,3,35,7,,,1,
"Otra lengua nativa (004)",1834,302,79,1054,361,19,9,8,2
"Castellano (005)",41691,4400,957,18660,14092,1152,997,575,858
"Idioma extranjero (006)",14,1,,4,2,2,,3,2
"Es sordomudo/a (007)",58,34,1,20,3,,,,
"Hombres (009)",25938,2443,545,11706,8926,728,649,380,561
"Quechua (010)",1637,220,6,1010,338,24,15,13,11
"Aymara (011)",21,5,1,8,4,,1,1,1
"Ashaninca (012)",35,6,2,19,7,,,1,
"Otra lengua nativa (013)",962,144,43,524,227,10,7,6,1
"Castellano (014)",23236,2047,493,10130,8346,692,626,356,546
"Idioma extranjero (015)",11,,,3,1,2,,3,2
"Es sordomudo/a (016)",36,21,,12,3,,,,
"Mujeres (018)",20714,3058,508,9734,6020,476,374,226,318
"Quechua (019)",1324,520,6,644,136,7,1,5,5
"Aymara (020)",13,5,,5,3,,,,
"Ashaninca (021)",25,8,1,16,,,,,
"Otra lengua nativa (022)",872,158,36,530,134,9,2,2,1
"Castellano (023)",18455,2353,464,8530,5746,460,371,219,312
"Idioma extranjero (024)",3,1,,1,1,,,,
"Es sordomudo/a (025)",22,13,1,8,,,,,
,,,,,,,,,
"URBANA (027)",24823,2166,599,9630,9309,980,884,490,765
"Quechua (028)",1102,237,7,561,240,17,13,14,13
"Aymara (029)",12,3,,3,3,,1,1,1
"Ashaninca (030)",21,4,3,11,2,,,1,
"Otra lengua nativa (031)",180,26,6,102,34,7,4,1,
"Castellano (032)",23479,1886,583,8945,9026,954,866,470,749
"Idioma extranjero (033)",13,1,,3,2,2,,3,2
"Es sordomudo/a (034)",16,9,,5,2,,,,
"Hombres (036)",13332,926,312,4886,5237,596,575,305,495
"Quechua (037)",560,58,5,293,158,14,12,11,9
"Aymara (038)",7,2,,1,1,,1,1,1
"Ashaninca (039)",12,2,2,5,2,,,1,
"Otra lengua nativa (040)",85,9,4,50,16,4,2,,
"Castellano (041)",12649,851,301,4532,5057,576,560,289,483
"Idioma extranjero (042)",10,,,2,1,2,,3,2
"Es sordomudo/a (043)",9,4,,3,2,,,,
"Mujeres (045)",11491,1240,287,4744,4072,384,309,185,270
"Quechua (046)",542,179,2,268,82,3,1,3,4
"Aymara (047)",5,1,,2,2,,,,
"Ashaninca (048)",9,2,1,6,,,,,
"Otra lengua nativa (049)",95,17,2,52,18,3,2,1,
"Castellano (050)",10830,1035,282,4413,3969,378,306,181,266
"Idioma extranjero (051)",3,1,,1,1,,,,
"Es sordomudo/a (052)",7,5,,2,,,,,
,,,,,,,,,
"RURAL (054)",21829,3335,454,11810,5637,224,139,116,114
"Quechua (055)",1859,503,5,1093,234,14,3,4,3
"Aymara (056)",22,7,1,10,4,,,,
"Ashaninca (057)",39,10,,24,5,,,,
"Otra lengua nativa (058)",1654,276,73,952,327,12,5,7,2
"Castellano (059)",18212,2514,374,9715,5066,198,131,105,109
"Idioma extranjero (060)",1,,,1,,,,,
"Es sordomudo/a (061)",42,25,1,15,1,,,,
"Hombres (063)",12606,1517,233,6820,3689,132,74,75,66
"Quechua (064)",1077,162,1,717,180,10,3,2,2
"Aymara (065)",14,3,1,7,3,,,,
"Ashaninca (066)",23,4,,14,5,,,,
"Otra lengua nativa (067)",877,135,39,474,211,6,5,6,1
"Castellano (068)",10587,1196,192,5598,3289,116,66,67,63
"Idioma extranjero (069)",1,,,1,,,,,
"Es sordomudo/a (070)",27,17,,9,1,,,,
"Mujeres (072)",9223,1818,221,4990,1948,92,65,41,48
"Quechua (073)",782,341,4,376,54,4,,2,1
"Aymara (074)",8,4,,3,1,,,,
"Ashaninca (075)",16,6,,10,,,,,
"Otra lengua nativa (076)",777,141,34,478,116,6,,1,1
"Castellano (077)",7625,1318,182,4117,1777,82,65,38,46
"Es sordomudo/a (079)",15,8,1,6,,,,,
