"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia PUERTO INCA (000)",14798,7399,25,176,6548,165,17,25,13,430
"Hombres (001)",5340,3874,14,109,966,88,15,19,13,242
"Mujeres (002)",9458,3525,11,67,5582,77,2,6,,188
"De 06 a 14 años (003)",7003,6339,,,286,122,2,2,,252
"Hombres (004)",3576,3298,,,88,62,2,2,,124
"Mujeres (005)",3427,3041,,,198,60,,,,128
"De 15 a 29 años (006)",3950,1033,2,53,2766,,6,12,13,65
"Hombres (007)",1000,565,,29,337,,5,8,13,43
"Mujeres (008)",2950,468,2,24,2429,,1,4,,22
"De 30 a 44 años (009)",2074,15,3,46,1957,,7,4,,42
"Hombres (010)",319,4,2,29,244,,6,3,,31
"Mujeres (011)",1755,11,1,17,1713,,1,1,,11
"De 45 a 64 años (012)",1280,11,8,49,1169,2,1,6,,34
"Hombres (013)",267,6,5,32,191,1,1,5,,26
"Mujeres (014)",1013,5,3,17,978,1,,1,,8
"De 65 y más años (015)",491,1,12,28,370,41,1,1,,37
"Hombres (016)",178,1,7,19,106,25,1,1,,18
"Mujeres (017)",313,,5,9,264,16,,,,19
,,,,,,,,,,
"AREA URBANA (018)",3029,1730,11,52,1134,24,2,4,13,59
"Hombres (019)",1094,862,8,29,133,13,1,3,13,32
"Mujeres (020)",1935,868,3,23,1001,11,1,1,,27
"De 06 a 14 años (021)",1446,1377,,,34,14,1,,,20
"Hombres (022)",713,684,,,11,7,1,,,10
"Mujeres (023)",733,693,,,23,7,,,,10
"De 15 a 29 años (024)",823,347,,10,439,,,3,13,11
"Hombres (025)",245,176,,3,45,,,2,13,6
"Mujeres (026)",578,171,,7,394,,,1,,5
"De 30 a 44 años (027)",404,3,2,11,377,,1,,,10
"Hombres (028)",41,,1,7,28,,,,,5
"Mujeres (029)",363,3,1,4,349,,1,,,5
"De 45 a 64 años (030)",239,3,3,22,203,,,1,,7
"Hombres (031)",52,2,2,12,31,,,1,,4
"Mujeres (032)",187,1,1,10,172,,,,,3
"De 65 y más años (033)",117,,6,9,81,10,,,,11
"Hombres (034)",43,,5,7,18,6,,,,7
"Mujeres (035)",74,,1,2,63,4,,,,4
,,,,,,,,,,
"AREA RURAL (036)",11769,5669,14,124,5414,141,15,21,,371
"Hombres (037)",4246,3012,6,80,833,75,14,16,,210
"Mujeres (038)",7523,2657,8,44,4581,66,1,5,,161
"De 06 a 14 años (039)",5557,4962,,,252,108,1,2,,232
"Hombres (040)",2863,2614,,,77,55,1,2,,114
"Mujeres (041)",2694,2348,,,175,53,,,,118
"De 15 a 29 años (042)",3127,686,2,43,2327,,6,9,,54
"Hombres (043)",755,389,,26,292,,5,6,,37
"Mujeres (044)",2372,297,2,17,2035,,1,3,,17
"De 30 a 44 años (045)",1670,12,1,35,1580,,6,4,,32
"Hombres (046)",278,4,1,22,216,,6,3,,26
"Mujeres (047)",1392,8,,13,1364,,,1,,6
"De 45 a 64 años (048)",1041,8,5,27,966,2,1,5,,27
"Hombres (049)",215,4,3,20,160,1,1,4,,22
"Mujeres (050)",826,4,2,7,806,1,,1,,5
"De 65 y más años (051)",374,1,6,19,289,31,1,1,,26
"Hombres (052)",135,1,2,12,88,19,1,1,,11
"Mujeres (053)",239,,4,7,201,12,,,,15
