"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PASCO (000)",141801,5880,32382,32159,25673,19825,12604,6877,6401
"Quechua (001)",7058,36,298,469,785,997,1165,1303,2005
"Aymara (002)",107,4,12,8,22,25,18,7,11
"Ashaninca (003)",24,,6,4,5,3,1,2,3
"Otra lengua nativa (004)",29,2,2,4,10,4,3,2,2
"Castellano (005)",134483,5836,32043,31656,24843,18778,11407,5553,4367
"Idioma extranjero (006)",9,,1,2,,3,1,,2
"Es sordomudo/a (007)",91,2,20,16,8,15,9,10,11
"Hombres (009)",72270,2978,16567,16183,13339,10173,6550,3513,2967
"Quechua (010)",3227,15,154,239,435,508,526,598,752
"Aymara (011)",58,1,5,3,15,15,9,4,6
"Ashaninca (012)",15,,5,2,3,2,1,1,1
"Otra lengua nativa (013)",16,,1,1,7,2,3,1,1
"Castellano (014)",68895,2961,16389,15927,12877,9635,6005,2903,2198
"Idioma extranjero (015)",8,,,2,,3,1,,2
"Es sordomudo/a (016)",51,1,13,9,2,8,5,6,7
"Mujeres (018)",69531,2902,15815,15976,12334,9652,6054,3364,3434
"Quechua (019)",3831,21,144,230,350,489,639,705,1253
"Aymara (020)",49,3,7,5,7,10,9,3,5
"Ashaninca (021)",9,,1,2,2,1,,1,2
"Otra lengua nativa (022)",13,2,1,3,3,2,,1,1
"Castellano (023)",65588,2875,15654,15729,11966,9143,5402,2650,2169
"Idioma extranjero (024)",1,,1,,,,,,
"Es sordomudo/a (025)",40,1,7,7,6,7,4,4,4
,,,,,,,,,
"URBANA (027)",107999,4432,24351,24287,19786,15497,9828,5225,4593
"Quechua (028)",4397,9,107,233,418,615,790,905,1320
"Aymara (029)",90,1,11,7,17,24,14,7,9
"Ashaninca (030)",19,,3,4,4,2,1,2,3
"Otra lengua nativa (031)",18,2,1,2,10,2,,,1
"Castellano (032)",103418,4418,24218,24031,19335,14843,9015,4306,3252
"Idioma extranjero (033)",9,,1,2,,3,1,,2
"Es sordomudo/a (034)",48,2,10,8,2,8,7,5,6
"Hombres (036)",54317,2264,12400,12100,9978,7814,5039,2644,2078
"Quechua (037)",1936,,53,125,228,309,345,405,471
"Aymara (038)",50,1,4,3,11,15,7,4,5
"Ashaninca (039)",10,,2,2,2,1,1,1,1
"Otra lengua nativa (040)",11,,1,1,7,1,,,1
"Castellano (041)",52278,2262,12333,11964,9730,7482,4682,2231,1594
"Idioma extranjero (042)",8,,,2,,3,1,,2
"Es sordomudo/a (043)",24,1,7,3,,3,3,3,4
"Mujeres (045)",53682,2168,11951,12187,9808,7683,4789,2581,2515
"Quechua (046)",2461,9,54,108,190,306,445,500,849
"Aymara (047)",40,,7,4,6,9,7,3,4
"Ashaninca (048)",9,,1,2,2,1,,1,2
"Otra lengua nativa (049)",7,2,,1,3,1,,,
"Castellano (050)",51140,2156,11885,12067,9605,7361,4333,2075,1658
"Idioma extranjero (051)",1,,1,,,,,,
"Es sordomudo/a (052)",24,1,3,5,2,5,4,2,2
,,,,,,,,,
"RURAL (054)",33802,1448,8031,7872,5887,4328,2776,1652,1808
"Quechua (055)",2661,27,191,236,367,382,375,398,685
"Aymara (056)",17,3,1,1,5,1,4,,2
"Ashaninca (057)",5,,3,,1,1,,,
"Otra lengua nativa (058)",11,,1,2,,2,3,2,1
"Castellano (059)",31065,1418,7825,7625,5508,3935,2392,1247,1115
"Es sordomudo/a (061)",43,,10,8,6,7,2,5,5
"Hombres (063)",17953,714,4167,4083,3361,2359,1511,869,889
"Quechua (064)",1291,15,101,114,207,199,181,193,281
"Aymara (065)",8,,1,,4,,2,,1
"Ashaninca (066)",5,,3,,1,1,,,
"Otra lengua nativa (067)",5,,,,,1,3,1,
"Castellano (068)",16617,699,4056,3963,3147,2153,1323,672,604
"Es sordomudo/a (070)",27,,6,6,2,5,2,3,3
"Mujeres (072)",15849,734,3864,3789,2526,1969,1265,783,919
"Quechua (073)",1370,12,90,122,160,183,194,205,404
"Aymara (074)",9,3,,1,1,1,2,,1
"Otra lengua nativa (076)",6,,1,2,,1,,1,1
"Castellano (077)",14448,719,3769,3662,2361,1782,1069,575,511
"Es sordomudo/a (079)",16,,4,2,4,2,,2,2
