"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia RECUAY (000)",19102,314,5238,4744,3321,3314,2171
"Hombres (001)",9320,150,2657,2397,1574,1589,953
"Mujeres (002)",9782,164,2581,2347,1747,1725,1218
"Viviendas particulares (003)",18746,313,5217,4626,3195,3236,2159
"Hombres (004)",9073,149,2649,2313,1481,1535,946
"Mujeres (005)",9673,164,2568,2313,1714,1701,1213
"Viviendas colectivas (006)",135,,5,34,64,29,3
"Hombres (007)",108,,2,25,51,28,2
"Mujeres (008)",27,,3,9,13,1,1
"Otro tipo (009)",221,1,16,84,62,49,9
"Hombres (010)",139,1,6,59,42,26,5
"Mujeres (011)",82,,10,25,20,23,4
,,,,,,,
"URBANA (012)",10860,185,2868,2719,1930,1889,1269
"Hombres (013)",5220,91,1474,1353,884,885,533
"Mujeres (014)",5640,94,1394,1366,1046,1004,736
"Viviendas particulares (015)",10563,184,2850,2621,1826,1823,1259
"Hombres (016)",5025,90,1468,1285,811,843,528
"Mujeres (017)",5538,94,1382,1336,1015,980,731
"Viviendas colectivas (018)",77,,2,15,42,17,1
"Hombres (019)",57,,,10,31,16,
"Mujeres (020)",20,,2,5,11,1,1
"Otro tipo (021)",220,1,16,83,62,49,9
"Hombres (022)",138,1,6,58,42,26,5
"Mujeres (023)",82,,10,25,20,23,4
,,,,,,,
"RURAL (024)",8242,129,2370,2025,1391,1425,902
"Hombres (025)",4100,59,1183,1044,690,704,420
"Mujeres (026)",4142,70,1187,981,701,721,482
"Viviendas particulares (027)",8183,129,2367,2005,1369,1413,900
"Hombres (028)",4048,59,1181,1028,670,692,418
"Mujeres (029)",4135,70,1186,977,699,721,482
"Viviendas colectivas (030)",58,,3,19,22,12,2
"Hombres (031)",51,,2,15,20,12,2
"Mujeres (032)",7,,1,4,2,,
"Otro tipo (033)",1,,,1,,,
"Hombres (034)",1,,,1,,,
