"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TOCACHE (000)",22848,57522,52520,,1242,91.3,2.2
"De 12 a 14 años (001)",2507,23,23,,5,100,21.7
"De 15 a 19 años (002)",3493,872,851,205,97.6,23.5,
"De 20 a 24 años (003)",2937,2981,2900,327,97.3,11,
"De 25 a 29 años (004)",2416,4408,4298,278,97.5,6.3,
"De 30 a 34 años (005)",2217,5966,5684,200,95.3,3.4,
"De 35 a 39 años (006)",2325,8075,7727,144,95.7,1.8,
"De 40 a 44 años (007)",2108,8524,8005,74,93.9,0.9,
"De 45 a 49 años (008)",1495,6996,6459,9,92.3,0.1,
"De 50 y más años (009)",3350,19677,16573,,84.2,,
"PEA (010)",6540,17744,16418,250,92.5,1.4,
"De 12 a 14 años (011)",120,8,8,2,100,25,
"De 15 a 19 años (012)",577,172,167,24,97.1,14,
"De 20 a 24 años (013)",839,671,652,60,97.2,8.9,
"De 25 a 29 años (014)",799,1132,1103,64,97.4,5.7,
"De 30 a 34 años (015)",815,1880,1814,42,96.5,2.2,
"De 35 a 39 años (016)",922,2813,2698,40,95.9,1.4,
"De 40 a 44 años (017)",873,3114,2947,16,94.6,0.5,
"De 45 a 49 años (018)",606,2567,2376,2,92.6,0.1,
"De 50 y más años (019)",989,5387,4653,,86.4,,
"Ocupada (020)",6400,17545,16223,248,92.5,1.4,
"De 12 a 14 años (021)",113,8,8,2,100,25,
"De 15 a 19 años (022)",534,164,159,24,97,14.6,
"De 20 a 24 años (023)",806,651,633,58,97.2,8.9,
"De 25 a 29 años (024)",783,1118,1089,64,97.4,5.7,
"De 30 a 34 años (025)",803,1854,1788,42,96.4,2.3,
"De 35 a 39 años (026)",913,2786,2673,40,95.9,1.4,
"De 40 a 44 años (027)",865,3071,2904,16,94.6,0.5,
"De 45 a 49 años (028)",599,2531,2340,2,92.5,0.1,
"De 50 y más años (029)",984,5362,4629,,86.3,,
"Desocupada (030)",140,199,195,2,98,1,
"De 12 a 14 años (031)",7,,,,,,
"De 15 a 19 años (032)",43,8,8,,100,,
"De 20 a 24 años (033)",33,20,19,2,95,10,
"De 25 a 29 años (034)",16,14,14,,100,,
"De 30 a 34 años (035)",12,26,26,,100,,
"De 35 a 39 años (036)",9,27,25,,92.6,,
