"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia SATIPO",,,,,,,,,
"Viviendas particulares (001)",41269,7288,939,24325,5652,200,44,26,2795
"Ocupantes presentes (002)",190821,32102,4494,113286,26914,951,196,114,12764
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",23873,6153,685,14962,1509,45,21,16,482
"Ocupantes presentes (005)",108612,28062,3259,68127,6815,194,81,71,2003
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",133,124,,9,,,,,
"Ocupantes presentes (008)",535,487,,48,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",963,638,6,316,,,,3,
"Ocupantes presentes (011)",3270,2049,24,1187,,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",563,348,12,197,2,,,3,1
"Ocupantes presentes (014)",2410,1449,62,880,6,,,6,7
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",15368,,236,8692,4137,153,23,4,2123
"Ocupantes presentes (017)",74448,,1149,42397,20074,752,115,27,9934
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",128,,,117,,2,,,9
"Ocupantes presentes (020)",537,,,498,,5,,,34
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",64,25,,32,4,,,,3
"Ocupantes presentes (023)",236,55,,149,19,,,,13
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",177,,,,,,,,177
"Ocupantes presentes (026)",773,,,,,,,,773
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",11433,5419,129,5648,89,9,2,18,119
"Ocupantes presentes (029)",51152,23443,591,26090,429,36,7,61,495
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",9610,4292,111,5002,87,7,2,12,97
"Ocupantes presentes (032)",44314,19424,505,23462,423,31,7,45,417
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",133,124,,9,,,,,
"Ocupantes presentes (035)",535,487,,48,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",963,638,6,316,,,,3,
"Ocupantes presentes (038)",3270,2049,24,1187,,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",563,348,12,197,2,,,3,1
"Ocupantes presentes (041)",2410,1449,62,880,6,,,6,7
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",128,,,117,,2,,,9
"Ocupantes presentes (047)",537,,,498,,5,,,34
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",24,17,,7,,,,,
"Ocupantes presentes (050)",49,34,,15,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",12,,,,,,,,12
"Ocupantes presentes (053)",37,,,,,,,,37
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",29836,1869,810,18677,5563,191,42,8,2676
"Ocupantes presentes (056)",139669,8659,3903,87196,26485,915,189,53,12269
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",14263,1861,574,9960,1422,38,19,4,385
"Ocupantes presentes (059)",64298,8638,2754,44665,6392,163,74,26,1586
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",15368,,236,8692,4137,153,23,4,2123
"Ocupantes presentes (071)",74448,,1149,42397,20074,752,115,27,9934
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",40,8,,25,4,,,,3
"Ocupantes presentes (077)",187,21,,134,19,,,,13
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",165,,,,,,,,165
"Ocupantes presentes (080)",736,,,,,,,,736
