"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia DANIEL ALCIDES CARRION",,,,,,,
"Viviendas particulares (001)",10984,1296,633,115,5045,1255,2640
"Ocupantes presentes (002)",47634,5730,2517,554,21478,4472,12883
"Casa independiente",,,,,,,
"Viviendas particulares (004)",10278,1117,599,109,4792,1237,2424
"Ocupantes presentes (005)",44319,4922,2401,534,20421,4420,11621
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",6,4,,,2,,
"Ocupantes presentes (008)",16,14,,,2,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",128,102,,,24,,2
"Ocupantes presentes (011)",581,432,,,143,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",115,53,,2,47,6,7
"Ocupantes presentes (014)",514,275,,7,180,25,27
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",445,15,34,4,176,11,205
"Ocupantes presentes (017)",2158,74,116,13,711,26,1218
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",9,3,,,3,1,2
"Ocupantes presentes (023)",36,8,,,16,1,11
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,2,,,1,,
"Ocupantes presentes (026)",10,5,,,5,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6558,1067,209,99,3806,207,1170
"Ocupantes presentes (029)",27802,4815,980,487,16145,784,4591
"Casa independiente",,,,,,,
"Viviendas particulares (031)",6304,907,209,97,3730,200,1161
"Ocupantes presentes (032)",26675,4093,980,480,15806,758,4558
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",6,4,,,2,,
"Ocupantes presentes (035)",16,14,,,2,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",128,102,,,24,,2
"Ocupantes presentes (038)",581,432,,,143,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",115,53,,2,47,6,7
"Ocupantes presentes (041)",514,275,,7,180,25,27
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",3,,,,2,1,
"Ocupantes presentes (050)",10,,,,9,1,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,1,,,1,,
"Ocupantes presentes (053)",6,1,,,5,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4426,229,424,16,1239,1048,1470
"Ocupantes presentes (056)",19832,915,1537,67,5333,3688,8292
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3974,210,390,12,1062,1037,1263
"Ocupantes presentes (059)",17644,829,1421,54,4615,3662,7063
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",445,15,34,4,176,11,205
"Ocupantes presentes (071)",2158,74,116,13,711,26,1218
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",6,3,,,1,,2
"Ocupantes presentes (077)",26,8,,,7,,11
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,1,,,,,
"Ocupantes presentes (080)",4,4,,,,,
