"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia BOLIVAR",,,
"Viviendas particulares (001)",3727,1686,2041
"Ocupantes presentes (002)",16570,7241,9329
"Casa independiente",,,
"Viviendas particulares (004)",3531,1645,1886
"Ocupantes presentes (005)",15700,7052,8648
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",8,8,
"Ocupantes presentes (011)",50,50,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",5,4,1
"Ocupantes presentes (014)",5,4,1
"Choza o cabaña",,,
"Viviendas particulares (016)",180,27,153
"Ocupantes presentes (017)",802,127,675
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",3,2,1
"Ocupantes presentes (023)",13,8,5
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1347,1132,215
"Ocupantes presentes (029)",5674,4833,841
"Casa independiente",,,
"Viviendas particulares (031)",1332,1118,214
"Ocupantes presentes (032)",5611,4771,840
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",8,8,
"Ocupantes presentes (038)",50,50,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",5,4,1
"Ocupantes presentes (041)",5,4,1
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,2,
"Ocupantes presentes (050)",8,8,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2380,554,1826
"Ocupantes presentes (056)",10896,2408,8488
"Casa independiente",,,
"Viviendas particulares (058)",2199,527,1672
"Ocupantes presentes (059)",10089,2281,7808
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",180,27,153
"Ocupantes presentes (071)",802,127,675
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",5,,5
"Otro tipo",,,
