"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",56089,1423,20777,13350,9480,7023,4036
"Jefe o Jefa (001)",13241,,20,2153,4536,4100,2432
"Esposa(o) / compañera(o) (002)",8666,,15,2179,3323,2281,868
"Hijo(a) / hijastro(a) (003)",26275,1064,17047,6986,981,189,8
"Yerno / nuera (004)",572,,17,405,133,17,
"Nieto(a) (005)",3332,244,2523,534,31,,
"Padres / suegros (006)",662,,,1,13,129,519
"Otro(a) pariente (007)",2787,109,1092,834,328,239,185
"Trabajador(a) del hogar (008)",44,,2,33,5,4,
"Pensionistas (009)",45,,2,18,20,3,2
"Otro(a) no pariente (010)",465,6,59,207,110,61,22
"Hombres (011)",27722,719,10499,6646,4614,3376,1868
"Jefe o Jefa (012)",9903,,9,1623,3636,3017,1618
"Esposa(o) / compañera(o) (013)",386,,10,113,143,89,31
"Hijo(a) / hijastro(a) (014)",13624,539,8635,3899,473,77,1
"Yerno / nuera (015)",252,,8,148,82,14,
"Nieto(a) (016)",1679,123,1245,295,16,,
"Padres / suegros (017)",170,,,1,4,25,140
"Otro(a) pariente (018)",1443,55,560,464,184,113,67
"Trabajador(a) del hogar (019)",3,,,,1,2,
"Pensionistas (020)",30,,2,9,15,3,1
"Otro(a) no pariente (021)",232,2,30,94,60,36,10
"Mujeres (022)",28367,704,10278,6704,4866,3647,2168
"Jefe o Jefa (023)",3338,,11,530,900,1083,814
"Esposa(o) / compañera(o) (024)",8280,,5,2066,3180,2192,837
"Hijo(a) / hijastro(a) (025)",12651,525,8412,3087,508,112,7
"Yerno / nuera (026)",320,,9,257,51,3,
"Nieto(a) (027)",1653,121,1278,239,15,,
"Padres / suegros (028)",492,,,,9,104,379
"Otro(a) pariente (029)",1344,54,532,370,144,126,118
"Trabajador(a) del hogar (030)",41,,2,33,4,2,
"Pensionistas (031)",15,,,9,5,,1
"Otro(a) no pariente (032)",233,4,29,113,50,25,12
,,,,,,,
"URBANA (033)",19753,431,6767,4936,3777,2578,1264
"Jefe o Jefa (034)",4899,,16,767,1811,1544,761
"Esposa(o) / compañera(o) (035)",2927,,7,678,1254,774,214
"Hijo(a) / hijastro(a) (036)",8719,311,5415,2523,397,68,5
"Yerno / nuera (037)",232,,3,165,56,8,
"Nieto(a) (038)",1156,88,861,198,9,,
"Padres / suegros (039)",254,,,1,4,55,194
"Otro(a) pariente (040)",1201,28,423,435,153,90,72
"Trabajador(a) del hogar (041)",36,,1,28,4,3,
"Pensionistas (042)",32,,2,13,12,3,2
"Otro(a) no pariente (043)",297,4,39,128,77,33,16
"Hombres (044)",9416,214,3350,2345,1788,1182,537
"Jefe o Jefa (045)",3280,,7,506,1326,1011,430
"Esposa(o) / compañera(o) (046)",231,,7,60,85,59,20
"Hijo(a) / hijastro(a) (047)",4385,154,2692,1318,193,27,1
"Yerno / nuera (048)",105,,2,61,35,7,
"Nieto(a) (049)",554,47,399,104,4,,
"Padres / suegros (050)",69,,,1,2,14,52
"Otro(a) pariente (051)",641,12,221,245,94,42,27
"Trabajador(a) del hogar (052)",2,,,,1,1,
"Pensionistas (053)",23,,2,7,10,3,1
"Otro(a) no pariente (054)",126,1,20,43,38,18,6
"Mujeres (055)",10337,217,3417,2591,1989,1396,727
"Jefe o Jefa (056)",1619,,9,261,485,533,331
"Esposa(o) / compañera(o) (057)",2696,,,618,1169,715,194
"Hijo(a) / hijastro(a) (058)",4334,157,2723,1205,204,41,4
"Yerno / nuera (059)",127,,1,104,21,1,
"Nieto(a) (060)",602,41,462,94,5,,
"Padres / suegros (061)",185,,,,2,41,142
"Otro(a) pariente (062)",560,16,202,190,59,48,45
"Trabajador(a) del hogar (063)",34,,1,28,3,2,
"Pensionistas (064)",9,,,6,2,,1
"Otro(a) no pariente (065)",171,3,19,85,39,15,10
,,,,,,,
"RURAL (066)",36336,992,14010,8414,5703,4445,2772
"Jefe o Jefa (067)",8342,,4,1386,2725,2556,1671
"Esposa(o) / compañera(o) (068)",5739,,8,1501,2069,1507,654
"Hijo(a) / hijastro(a) (069)",17556,753,11632,4463,584,121,3
"Yerno / nuera (070)",340,,14,240,77,9,
"Nieto(a) (071)",2176,156,1662,336,22,,
"Padres / suegros (072)",408,,,,9,74,325
"Otro(a) pariente (073)",1586,81,669,399,175,149,113
"Trabajador(a) del hogar (074)",8,,1,5,1,1,
"Pensionistas (075)",13,,,5,8,,
"Otro(a) no pariente (076)",168,2,20,79,33,28,6
"Hombres (077)",18306,505,7149,4301,2826,2194,1331
"Jefe o Jefa (078)",6623,,2,1117,2310,2006,1188
"Esposa(o) / compañera(o) (079)",155,,3,53,58,30,11
"Hijo(a) / hijastro(a) (080)",9239,385,5943,2581,280,50,
"Yerno / nuera (081)",147,,6,87,47,7,
"Nieto(a) (082)",1125,76,846,191,12,,
"Padres / suegros (083)",101,,,,2,11,88
"Otro(a) pariente (084)",802,43,339,219,90,71,40
"Trabajador(a) del hogar (085)",1,,,,,1,
"Pensionistas (086)",7,,,2,5,,
"Otro(a) no pariente (087)",106,1,10,51,22,18,4
"Mujeres (088)",18030,487,6861,4113,2877,2251,1441
"Jefe o Jefa (089)",1719,,2,269,415,550,483
"Esposa(o) / compañera(o) (090)",5584,,5,1448,2011,1477,643
"Hijo(a) / hijastro(a) (091)",8317,368,5689,1882,304,71,3
"Yerno / nuera (092)",193,,8,153,30,2,
"Nieto(a) (093)",1051,80,816,145,10,,
"Padres / suegros (094)",307,,,,7,63,237
"Otro(a) pariente (095)",784,38,330,180,85,78,73
"Trabajador(a) del hogar (096)",7,,1,5,1,,
"Pensionistas (097)",6,,,3,3,,
