"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia EL DORADO (000)",199,45,154
"Sin nivel (001)",14,3,11
"Primaria (003)",112,20,92
"Secundaria (004)",60,18,42
"Superior no univ. incompleta (005)",7,2,5
"Superior no univ. completa (006)",1,,1
"Superior univ. incompleta (007)",1,1,
"Superior univ. completa (008)",4,1,3
"De 14 a 29 años (010)",106,36,70
"Sin nivel (011)",4,2,2
"Primaria (013)",57,15,42
"Secundaria (014)",38,15,23
"Superior no univ. incompleta (015)",4,2,2
"Superior univ. incompleta (017)",1,1,
"Superior univ. completa (018)",2,1,1
"De 30 a 44 años (020)",58,8,50
"Sin nivel (021)",3,1,2
"Primaria (023)",32,5,27
"Secundaria (024)",19,2,17
"Superior no univ. incompleta (025)",3,,3
"Superior univ. completa (028)",1,,1
"De 45 a 64 años (030)",25,1,24
"Sin nivel (031)",3,,3
"Primaria (033)",18,,18
"Secundaria (034)",3,1,2
"Superior no univ. completa (036)",1,,1
"De 65 y más años (040)",10,,10
"Sin nivel (041)",4,,4
"Primaria (043)",5,,5
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",94,24,70
"Sin nivel (051)",9,1,8
"Primaria (053)",35,7,28
"Secundaria (054)",41,13,28
"Superior no univ. incompleta (055)",4,1,3
"Superior no univ. completa (056)",1,,1
"Superior univ. incompleta (057)",1,1,
"Superior univ. completa (058)",3,1,2
"De 14 a 29 años (060)",48,20,28
"Sin nivel (061)",3,1,2
"Primaria (063)",13,5,8
"Secundaria (064)",27,11,16
"Superior no univ. incompleta (065)",2,1,1
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",2,1,1
"De 30 a 44 años (070)",29,3,26
"Sin nivel (071)",2,,2
"Primaria (073)",13,2,11
"Secundaria (074)",12,1,11
"Superior no univ. incompleta (075)",2,,2
"De 45 a 64 años (080)",14,1,13
"Sin nivel (081)",2,,2
"Primaria (083)",9,,9
"Secundaria (084)",2,1,1
"Superior no univ. completa (086)",1,,1
"De 65 y más años (090)",3,,3
"Sin nivel (091)",2,,2
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",105,21,84
"Sin nivel (101)",5,2,3
"Primaria (103)",77,13,64
"Secundaria (104)",19,5,14
"Superior no univ. incompleta (105)",3,1,2
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",58,16,42
"Sin nivel (111)",1,1,
"Primaria (113)",44,10,34
"Secundaria (114)",11,4,7
"Superior no univ. incompleta (115)",2,1,1
"De 30 a 44 años (120)",29,5,24
"Sin nivel (121)",1,1,
"Primaria (123)",19,3,16
"Secundaria (124)",7,1,6
"Superior no univ. incompleta (125)",1,,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",11,,11
"Sin nivel (131)",1,,1
"Primaria (133)",9,,9
"Secundaria (134)",1,,1
"De 65 y más años (140)",7,,7
"Sin nivel (141)",2,,2
"Primaria (143)",5,,5
