"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia VILCAS HUAMAN (000)",244,6,109,73,41,15
"Conviviente (001)",60,,37,19,4,
"Separado(a) (002)",9,,2,6,,1
"Casado(a) (003)",100,,11,42,34,13
"Viudo(a) (004)",5,,,2,2,1
"Soltero(a) (006)",70,6,59,4,1,
"Hombres (008)",189,3,78,57,37,14
"Conviviente (009)",45,,28,14,3,
"Separado(a) (010)",4,,2,2,,
"Casado(a) (011)",92,,9,38,32,13
"Viudo(a) (012)",4,,,2,1,1
"Soltero(a) (014)",44,3,39,1,1,
"Mujeres (016)",55,3,31,16,4,1
"Conviviente (017)",15,,9,5,1,
"Separado(a) (018)",5,,,4,,1
"Casado(a) (019)",8,,2,4,2,
"Viudo(a) (020)",1,,,,1,
"Soltero(a) (022)",26,3,20,3,,
,,,,,,
"AREA URBANA (024)",79,3,43,19,11,3
"Conviviente (025)",27,,18,7,2,
"Separado(a) (026)",6,,1,4,,1
"Casado(a) (027)",19,,2,7,8,2
"Viudo(a) (028)",1,,,,1,
"Soltero(a) (030)",26,3,22,1,,
"Hombres (032)",47,1,28,9,7,2
"Conviviente (033)",15,,11,3,1,
"Separado(a) (034)",2,,1,1,,
"Casado(a) (035)",14,,1,5,6,2
"Soltero(a) (038)",16,1,15,,,
"Mujeres (040)",32,2,15,10,4,1
"Conviviente (041)",12,,7,4,1,
"Separado(a) (042)",4,,,3,,1
"Casado(a) (043)",5,,1,2,2,
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",10,2,7,1,,
,,,,,,
"AREA RURAL (048)",165,3,66,54,30,12
"Conviviente (049)",33,,19,12,2,
"Separado(a) (050)",3,,1,2,,
"Casado(a) (051)",81,,9,35,26,11
"Viudo(a) (052)",4,,,2,1,1
"Soltero(a) (054)",44,3,37,3,1,
"Hombres (056)",142,2,50,48,30,12
"Conviviente (057)",30,,17,11,2,
"Separado(a) (058)",2,,1,1,,
"Casado(a) (059)",78,,8,33,26,11
"Viudo(a) (060)",4,,,2,1,1
"Soltero(a) (062)",28,2,24,1,1,
"Mujeres (064)",23,1,16,6,,
"Conviviente (065)",3,,2,1,,
"Separado(a) (066)",1,,,1,,
"Casado(a) (067)",3,,1,2,,
"Soltero(a) (070)",16,1,13,2,,
