"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PACHITEA (000)",17566,469,7139,5345,3482,1131
"Agric., ganadería, caza y silvicultura (001)",13979,390,5623,4163,2814,989
"Pesca (002)",7,,4,2,,1
"Explotación de minas y canteras (003)",23,,10,10,2,1
"Industrias manufactureras (004)",264,8,102,83,53,18
"Construcción (006)",164,,51,53,54,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",773,8,205,317,197,46
"Venta, mant.y rep. veh.autom.y motoc. (008)",23,,6,7,10,
"Comercio al por mayor (009)",37,,10,18,7,2
"Comercio al por menor (010)",713,8,189,292,180,44
"Hoteles y restaurantes (011)",187,6,80,47,44,10
"Trans., almac. y comunicaciones (012)",218,,76,93,47,2
"Activid.inmobil., empres. y alquileres (014)",35,,13,14,7,1
"Admin.pub. y defensa; p. segur.soc afil (015)",114,,32,55,27,
"Enseñanza (016)",254,,87,119,48,
"Servicios sociales y de salud (017)",127,,69,49,8,1
"Otras activ. serv.comun.soc y personales (018)",57,2,19,25,9,2
"Hogares privados con servicio doméstico (019)",156,11,115,17,12,1
"Actividad economica no especificada (021)",308,,121,101,67,19
"Desocupado (022)",900,44,532,197,93,34
"Hombres (023)",15116,396,6051,4624,3028,1017
"Agric., ganadería, caza y silvicultura (024)",13115,347,5260,3948,2629,931
"Pesca (025)",7,,4,2,,1
"Explotación de minas y canteras (026)",23,,10,10,2,1
"Industrias manufactureras (027)",115,6,42,38,18,11
"Construcción (029)",163,,51,53,53,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",396,5,102,154,106,29
"Venta, mant.y rep. veh.autom.y motoc. (031)",21,,5,7,9,
"Comercio al por mayor (032)",22,,7,10,3,2
"Comercio al por menor (033)",353,5,90,137,94,27
"Hoteles y restaurantes (034)",29,1,12,9,6,1
"Trans., almac. y comunicaciones (035)",212,,73,92,46,1
"Activid.inmobil., empres. y alquileres (037)",28,,9,12,6,1
"Admin.pub. y defensa; p. segur.soc afil (038)",88,,19,45,24,
"Enseñanza (039)",123,,38,57,28,
"Servicios sociales y de salud (040)",64,,32,26,6,
"Otras activ. serv.comun.soc y personales (041)",26,2,10,9,3,2
"Hogares privados con servicio doméstico (042)",44,4,26,8,6,
"Actividad economica no especificada (044)",68,,25,21,16,6
"Desocupado (045)",615,31,338,140,79,27
"Mujeres (046)",2450,73,1088,721,454,114
