"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia MANU",,,,,,,,,
"Viviendas particulares (001)",1028,429,115,247,85,1,,1,150
"Ocupantes presentes (002)",3957,1557,523,999,287,3,,1,587
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",935,390,104,218,82,,,1,140
"Ocupantes presentes (005)",3645,1441,467,912,275,,,1,549
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",33,14,9,2,2,,,,6
"Ocupantes presentes (011)",130,46,49,7,7,,,,21
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",34,16,,13,,1,,,4
"Ocupantes presentes (014)",115,47,,48,,3,,,17
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,1,1,,,,,
"Ocupantes presentes (017)",5,,4,1,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",18,8,1,8,1,,,,
"Ocupantes presentes (020)",46,20,3,18,5,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,1,,5,,,,,
"Ocupantes presentes (023)",16,3,,13,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",835,397,91,237,34,1,,1,74
"Ocupantes presentes (029)",3156,1400,392,957,101,3,,1,302
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",744,358,81,209,31,,,1,64
"Ocupantes presentes (032)",2849,1284,340,871,89,,,1,264
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",33,14,9,2,2,,,,6
"Ocupantes presentes (038)",130,46,49,7,7,,,,21
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",34,16,,13,,1,,,4
"Ocupantes presentes (041)",115,47,,48,,3,,,17
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",18,8,1,8,1,,,,
"Ocupantes presentes (047)",46,20,3,18,5,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,1,,5,,,,,
"Ocupantes presentes (050)",16,3,,13,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",193,32,24,10,51,,,,76
"Ocupantes presentes (056)",801,157,131,42,186,,,,285
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",191,32,23,9,51,,,,76
"Ocupantes presentes (059)",796,157,127,41,186,,,,285
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,1,1,,,,,
"Ocupantes presentes (071)",5,,4,1,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
