"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",120266,115029,34766,17623,16572,13052,16694,8461,4406,3455,5237,294309
"De 12 a 14 años (001)",12720,12559,12417,113,29,,,,,,161,171
"De 15 a 19 años (002)",18962,18221,14466,3008,601,115,31,,,,741,4679
"De 20 a 24 años (003)",15801,13942,4384,5452,2860,934,285,27,,,1859,15333
"De 25 a 29 años (004)",13714,12568,1336,3834,3869,2145,1230,131,23,,1146,24237
"De 30 a 34 años (005)",11958,11499,631,1967,3175,2639,2446,532,91,18,459,31138
"De 35 a 39 años (006)",10787,10536,436,1092,2185,2294,3114,1089,259,67,251,35760
"De 40 a 44 años (007)",9466,9331,300,713,1494,1826,2983,1380,486,149,135,36877
"De 45 a 49 años (008)",7439,7332,192,479,931,1197,2153,1404,663,313,107,33595
"De 50 y más años (009)",19419,19041,604,965,1428,1902,4452,3898,2884,2908,378,112519
"PEA (010)",42361,40077,7477,7089,7001,5672,6993,3253,1527,1065,2284,114613
"De 12 a 14 años (011)",651,641,618,17,6,,,,,,10,29
"De 15 a 19 años (012)",3819,3673,2870,621,135,35,12,,,,146,1044
"De 20 a 24 años (013)",5614,4760,1919,1780,740,226,81,14,,,854,4368
"De 25 a 29 años (014)",5568,4908,817,1685,1292,693,377,37,7,,660,8238
"De 30 a 34 años (015)",5558,5285,426,1146,1495,1065,930,172,42,9,273,12881
"De 35 a 39 años (016)",5525,5398,304,696,1258,1183,1384,452,100,21,127,16701
"De 40 a 44 años (017)",4996,4925,172,454,912,1015,1481,620,210,61,71,18231
"De 45 a 49 años (018)",3769,3714,103,306,560,658,1053,609,283,142,55,15933
"De 50 y más años (019)",6861,6773,248,384,603,797,1675,1349,885,832,88,37188
