"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LEONCIO PRADO (000)",2288,458,1830
"Sin nivel (001)",139,14,125
"Educación inicial (002)",5,1,4
"Primaria (003)",708,110,598
"Secundaria (004)",925,222,703
"Superior no univ. incompleta (005)",97,19,78
"Superior no univ. completa (006)",108,21,87
"Superior univ. incompleta (007)",123,33,90
"Superior univ. completa (008)",183,38,145
"De 14 a 29 años (010)",1209,371,838
"Sin nivel (011)",30,5,25
"Educación inicial (012)",4,1,3
"Primaria (013)",273,81,192
"Secundaria (014)",586,194,392
"Superior no univ. incompleta (015)",62,13,49
"Superior no univ. completa (016)",74,20,54
"Superior univ. incompleta (017)",86,29,57
"Superior univ. completa (018)",94,28,66
"De 30 a 44 años (020)",654,74,580
"Sin nivel (021)",43,8,35
"Educación inicial (022)",1,,1
"Primaria (023)",226,24,202
"Secundaria (024)",241,23,218
"Superior no univ. incompleta (025)",27,5,22
"Superior no univ. completa (026)",27,1,26
"Superior univ. incompleta (027)",31,3,28
"Superior univ. completa (028)",58,10,48
"De 45 a 64 años (030)",337,13,324
"Sin nivel (031)",40,1,39
"Primaria (033)",159,5,154
"Secundaria (034)",88,5,83
"Superior no univ. incompleta (035)",8,1,7
"Superior no univ. completa (036)",6,,6
"Superior univ. incompleta (037)",5,1,4
"Superior univ. completa (038)",31,,31
"De 65 y más años (040)",88,,88
"Sin nivel (041)",26,,26
"Primaria (043)",50,,50
"Secundaria (044)",10,,10
"Superior no univ. completa (046)",1,,1
"Superior univ. incompleta (047)",1,,1
,,,
"AREA URBANA (050)",1481,316,1165
"Sin nivel (051)",34,3,31
"Educación inicial (052)",2,,2
"Primaria (053)",300,44,256
"Secundaria (054)",674,167,507
"Superior no univ. incompleta (055)",88,17,71
"Superior no univ. completa (056)",94,20,74
"Superior univ. incompleta (057)",114,27,87
"Superior univ. completa (058)",175,38,137
"De 14 a 29 años (060)",793,257,536
"Sin nivel (061)",4,,4
"Educación inicial (062)",1,,1
"Primaria (063)",77,30,47
"Secundaria (064)",419,144,275
"Superior no univ. incompleta (065)",58,12,46
"Superior no univ. completa (066)",63,19,44
"Superior univ. incompleta (067)",80,24,56
"Superior univ. completa (068)",91,28,63
"De 30 a 44 años (070)",424,54,370
"Sin nivel (071)",10,3,7
"Educación inicial (072)",1,,1
"Primaria (073)",105,14,91
"Secundaria (074)",175,18,157
"Superior no univ. incompleta (075)",25,5,20
"Superior no univ. completa (076)",25,1,24
"Superior univ. incompleta (077)",29,3,26
"Superior univ. completa (078)",54,10,44
"De 45 a 64 años (080)",217,5,212
"Sin nivel (081)",12,,12
"Primaria (083)",88,,88
"Secundaria (084)",72,5,67
"Superior no univ. incompleta (085)",5,,5
"Superior no univ. completa (086)",6,,6
"Superior univ. incompleta (087)",4,,4
"Superior univ. completa (088)",30,,30
"De 65 y más años (090)",47,,47
"Sin nivel (091)",8,,8
"Primaria (093)",30,,30
"Secundaria (094)",8,,8
"Superior univ. incompleta (097)",1,,1
,,,
"AREA RURAL (100)",807,142,665
"Sin nivel (101)",105,11,94
"Educación inicial (102)",3,1,2
"Primaria (103)",408,66,342
"Secundaria (104)",251,55,196
"Superior no univ. incompleta (105)",9,2,7
"Superior no univ. completa (106)",14,1,13
"Superior univ. incompleta (107)",9,6,3
"Superior univ. completa (108)",8,,8
"De 14 a 29 años (110)",416,114,302
"Sin nivel (111)",26,5,21
"Educación inicial (112)",3,1,2
"Primaria (113)",196,51,145
"Secundaria (114)",167,50,117
"Superior no univ. incompleta (115)",4,1,3
"Superior no univ. completa (116)",11,1,10
"Superior univ. incompleta (117)",6,5,1
"Superior univ. completa (118)",3,,3
"De 30 a 44 años (120)",230,20,210
"Sin nivel (121)",33,5,28
"Primaria (123)",121,10,111
"Secundaria (124)",66,5,61
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",2,,2
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",4,,4
"De 45 a 64 años (130)",120,8,112
"Sin nivel (131)",28,1,27
"Primaria (133)",71,5,66
"Secundaria (134)",16,,16
"Superior no univ. incompleta (135)",3,1,2
"Superior univ. incompleta (137)",1,1,
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",41,,41
"Sin nivel (141)",18,,18
"Primaria (143)",20,,20
"Secundaria (144)",2,,2
"Superior no univ. completa (146)",1,,1
