"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN IGNACIO (000)",43554,3273,7465,22287,886,9194,449
"Conviviente (001)",18164,1224,3009,10999,466,2345,121
"Separado(a) (002)",1257,113,267,723,20,107,27
"Casado(a) (003)",9371,790,998,6089,234,1193,67
"Viudo(a) (004)",1154,25,165,819,23,117,5
"Divorciado(a) (005)",162,14,27,100,4,14,3
"Soltero(a) (006)",13446,1107,2999,3557,139,5418,226
"Hombres (008)",34939,1793,6528,19399,816,6372,31
"Conviviente (009)",14683,709,2575,9871,442,1080,6
"Separado(a) (010)",649,28,175,392,13,41,
"Casado(a) (011)",7457,470,834,5459,219,472,3
"Viudo(a) (012)",634,3,95,469,16,51,
"Divorciado(a) (013)",97,8,20,58,2,8,1
"Soltero(a) (014)",11419,575,2829,3150,124,4720,21
"Mujeres (016)",8615,1480,937,2888,70,2822,418
"Conviviente (017)",3481,515,434,1128,24,1265,115
"Separado(a) (018)",608,85,92,331,7,66,27
"Casado(a) (019)",1914,320,164,630,15,721,64
"Viudo(a) (020)",520,22,70,350,7,66,5
"Divorciado(a) (021)",65,6,7,42,2,6,2
"Soltero(a) (022)",2027,532,170,407,15,698,205
,,,,,,,
"URBANA (024)",7508,1963,1098,3412,188,669,178
"Conviviente (025)",2844,660,456,1424,85,193,26
"Separado(a) (026)",281,73,47,137,5,8,11
"Casado(a) (027)",1909,542,177,976,64,130,20
"Viudo(a) (028)",166,18,14,121,3,10,
"Divorciado(a) (029)",36,9,8,17,1,1,
"Soltero(a) (030)",2272,661,396,737,30,327,121
"Hombres (032)",5203,1088,999,2603,150,357,6
"Conviviente (033)",2070,404,411,1123,70,62,
"Separado(a) (034)",126,16,38,68,2,2,
"Casado(a) (035)",1318,324,152,758,53,30,1
"Viudo(a) (036)",61,2,8,47,1,3,
"Divorciado(a) (037)",18,5,8,5,,,
"Soltero(a) (038)",1610,337,382,602,24,260,5
"Mujeres (040)",2305,875,99,809,38,312,172
"Conviviente (041)",774,256,45,301,15,131,26
"Separado(a) (042)",155,57,9,69,3,6,11
"Casado(a) (043)",591,218,25,218,11,100,19
"Viudo(a) (044)",105,16,6,74,2,7,
"Divorciado(a) (045)",18,4,,12,1,1,
"Soltero(a) (046)",662,324,14,135,6,67,116
,,,,,,,
"RURAL (048)",36046,1310,6367,18875,698,8525,271
"Conviviente (049)",15320,564,2553,9575,381,2152,95
"Separado(a) (050)",976,40,220,586,15,99,16
"Casado(a) (051)",7462,248,821,5113,170,1063,47
"Viudo(a) (052)",988,7,151,698,20,107,5
"Divorciado(a) (053)",126,5,19,83,3,13,3
"Soltero(a) (054)",11174,446,2603,2820,109,5091,105
"Hombres (056)",29736,705,5529,16796,666,6015,25
"Conviviente (057)",12613,305,2164,8748,372,1018,6
"Separado(a) (058)",523,12,137,324,11,39,
"Casado(a) (059)",6139,146,682,4701,166,442,2
"Viudo(a) (060)",573,1,87,422,15,48,
"Divorciado(a) (061)",79,3,12,53,2,8,1
"Soltero(a) (062)",9809,238,2447,2548,100,4460,16
"Mujeres (064)",6310,605,838,2079,32,2510,246
"Conviviente (065)",2707,259,389,827,9,1134,89
"Separado(a) (066)",453,28,83,262,4,60,16
"Casado(a) (067)",1323,102,139,412,4,621,45
"Viudo(a) (068)",415,6,64,276,5,59,5
"Divorciado(a) (069)",47,2,7,30,1,5,2
"Soltero(a) (070)",1365,208,156,272,9,631,89
