"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAJATAMBO (000)",90,20,70
"Sin nivel (001)",3,,3
"Primaria (003)",22,1,21
"Secundaria (004)",57,16,41
"Superior no univ. incompleta (005)",1,,1
"Superior no univ. completa (006)",3,2,1
"Superior univ. incompleta (007)",3,1,2
"Superior univ. completa (008)",1,,1
"De 14 a 29 años (010)",53,17,36
"Primaria (013)",7,1,6
"Secundaria (014)",43,14,29
"Superior no univ. completa (016)",2,2,
"Superior univ. incompleta (017)",1,,1
"De 30 a 44 años (020)",19,3,16
"Sin nivel (021)",1,,1
"Primaria (023)",5,,5
"Secundaria (024)",10,2,8
"Superior no univ. completa (026)",1,,1
"Superior univ. incompleta (027)",2,1,1
"De 45 a 64 años (030)",11,,11
"Primaria (033)",6,,6
"Secundaria (034)",3,,3
"Superior no univ. incompleta (035)",1,,1
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",7,,7
"Sin nivel (041)",2,,2
"Primaria (043)",4,,4
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",54,10,44
"Sin nivel (051)",3,,3
"Primaria (053)",14,1,13
"Secundaria (054)",35,9,26
"Superior no univ. completa (056)",1,,1
"Superior univ. incompleta (057)",1,,1
"De 14 a 29 años (060)",31,9,22
"Primaria (063)",4,1,3
"Secundaria (064)",26,8,18
"Superior univ. incompleta (067)",1,,1
"De 30 a 44 años (070)",10,1,9
"Sin nivel (071)",1,,1
"Primaria (073)",2,,2
"Secundaria (074)",6,1,5
"Superior no univ. completa (076)",1,,1
"De 45 a 64 años (080)",7,,7
"Primaria (083)",5,,5
"Secundaria (084)",2,,2
"De 65 y más años (090)",6,,6
"Sin nivel (091)",2,,2
"Primaria (093)",3,,3
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",36,10,26
"Primaria (103)",8,,8
"Secundaria (104)",22,7,15
"Superior no univ. incompleta (105)",1,,1
"Superior no univ. completa (106)",2,2,
"Superior univ. incompleta (107)",2,1,1
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",22,8,14
"Primaria (113)",3,,3
"Secundaria (114)",17,6,11
"Superior no univ. completa (116)",2,2,
"De 30 a 44 años (120)",9,2,7
"Primaria (123)",3,,3
"Secundaria (124)",4,1,3
"Superior univ. incompleta (127)",2,1,1
"De 45 a 64 años (130)",4,,4
"Primaria (133)",1,,1
"Secundaria (134)",1,,1
"Superior no univ. incompleta (135)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",1,,1
"Primaria (143)",1,,1
