"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia EL DORADO (000)",13708,11818,1325,412,153
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",17,,2,4,11
"Profes., científicos e intelectuales (002)",429,126,121,153,29
"Técnicos de nivel medio y trab. asimilados (003)",88,42,12,6,28
"Jefes y empleados de oficina (004)",111,18,17,19,57
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",572,548,20,4,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6567,5960,578,28,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",194,183,8,2,1
"Obreros construc.,conf.,papel, fab., instr. (008)",267,209,40,15,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5212,4509,509,176,18
"Otra (010)",2,,,,2
"Ocupación no especificada (011)",249,223,18,5,3
"Hombres (012)",9889,8470,1021,301,97
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",13,,2,3,8
"Profes., científicos e intelectuales (014)",244,63,75,91,15
"Técnicos de nivel medio y trab. asimilados (015)",61,33,9,6,13
"Jefes y empleados de oficina (016)",70,9,9,9,43
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",238,223,12,3,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",5909,5349,531,28,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",155,146,6,2,1
"Obreros construc.,conf.,papel, fab., instr. (020)",262,205,39,15,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2828,2353,326,139,10
"Otra (022)",2,,,,2
"Ocupación no especificada (023)",107,89,12,5,1
"Mujeres (024)",3819,3348,304,111,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,,,1,3
"Profes., científicos e intelectuales (026)",185,63,46,62,14
"Técnicos de nivel medio y trab. asimilados (027)",27,9,3,,15
"Jefes y empleados de oficina (028)",41,9,8,10,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",334,325,8,1,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",658,611,47,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",39,37,2,,
"Obreros construc.,conf.,papel, fab., instr. (032)",5,4,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2384,2156,183,37,8
