"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CHUPACA",,,
"Viviendas particulares (001)",12330,8916,3414
"Ocupantes presentes (002)",50902,38249,12653
"Casa independiente",,,
"Viviendas particulares (004)",12021,8778,3243
"Ocupantes presentes (005)",49725,37526,12199
"Departamento en edificio",,,
"Viviendas particulares (007)",18,18,
"Ocupantes presentes (008)",81,81,
"Vivienda en quinta",,,
"Viviendas particulares (010)",52,52,
"Ocupantes presentes (011)",315,315,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",42,36,6
"Ocupantes presentes (014)",240,209,31
"Choza o cabaña",,,
"Viviendas particulares (016)",173,15,158
"Ocupantes presentes (017)",465,60,405
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,1,1
"Ocupantes presentes (020)",5,4,1
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",21,16,5
"Ocupantes presentes (023)",70,54,16
"Otro tipo",,,
"Viviendas particulares (025)",1,,1
"Ocupantes presentes (026)",1,,1
,,,
URBANA,,,
"Viviendas particulares (028)",7198,5520,1678
"Ocupantes presentes (029)",30381,24036,6345
"Casa independiente",,,
"Viviendas particulares (031)",7064,5398,1666
"Ocupantes presentes (032)",29675,23378,6297
"Departamento en edificio",,,
"Viviendas particulares (034)",18,18,
"Ocupantes presentes (035)",81,81,
"Vivienda en quinta",,,
"Viviendas particulares (037)",52,52,
"Ocupantes presentes (038)",315,315,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",42,36,6
"Ocupantes presentes (041)",240,209,31
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,1,1
"Ocupantes presentes (047)",5,4,1
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",19,15,4
"Ocupantes presentes (050)",64,49,15
"Otro tipo",,,
"Viviendas particulares (052)",1,,1
"Ocupantes presentes (053)",1,,1
,,,
RURAL,,,
"Viviendas particulares (055)",5132,3396,1736
"Ocupantes presentes (056)",20521,14213,6308
"Casa independiente",,,
"Viviendas particulares (058)",4957,3380,1577
"Ocupantes presentes (059)",20050,14148,5902
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",173,15,158
"Ocupantes presentes (071)",465,60,405
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",2,1,1
"Ocupantes presentes (077)",6,5,1
"Otro tipo",,,
