"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",10331,5051,102,226,4694,123,9,9,,117
"Hombres (001)",4249,2545,59,127,1395,48,5,4,,66
"Mujeres (002)",6082,2506,43,99,3299,75,4,5,,51
"De 06 a 14 años (003)",3968,3816,,,82,35,,3,,32
"Hombres (004)",1992,1917,,,44,17,,2,,12
"Mujeres (005)",1976,1899,,,38,18,,1,,20
"De 15 a 29 años (006)",2359,1201,2,37,1093,,1,1,,24
"Hombres (007)",963,614,1,16,320,,1,,,11
"Mujeres (008)",1396,587,1,21,773,,,1,,13
"De 30 a 44 años (009)",1529,23,4,43,1437,,1,2,,19
"Hombres (010)",544,11,2,24,491,,1,2,,13
"Mujeres (011)",985,12,2,19,946,,,,,6
"De 45 a 64 años (012)",1260,9,30,61,1128,2,4,2,,24
"Hombres (013)",373,2,13,39,300,1,1,,,17
"Mujeres (014)",887,7,17,22,828,1,3,2,,7
"De 65 y más años (015)",1215,2,66,85,954,86,3,1,,18
"Hombres (016)",377,1,43,48,240,30,2,,,13
"Mujeres (017)",838,1,23,37,714,56,1,1,,5
,,,,,,,,,,
"AREA URBANA (018)",2788,1377,63,89,1185,37,2,3,,32
"Hombres (019)",1096,674,36,42,311,9,1,2,,21
"Mujeres (020)",1692,703,27,47,874,28,1,1,,11
"De 06 a 14 años (021)",1016,968,,,29,14,,2,,3
"Hombres (022)",485,469,,,12,2,,1,,1
"Mujeres (023)",531,499,,,17,12,,1,,2
"De 15 a 29 años (024)",718,401,,18,289,,,,,10
"Hombres (025)",294,201,,7,81,,,,,5
"Mujeres (026)",424,200,,11,208,,,,,5
"De 30 a 44 años (027)",341,5,3,12,314,,1,1,,5
"Hombres (028)",97,4,2,4,81,,1,1,,4
"Mujeres (029)",244,1,1,8,233,,,,,1
"De 45 a 64 años (030)",337,2,23,28,274,,1,,,9
"Hombres (031)",94,,9,16,62,,,,,7
"Mujeres (032)",243,2,14,12,212,,1,,,2
"De 65 y más años (033)",376,1,37,31,279,23,,,,5
"Hombres (034)",126,,25,15,75,7,,,,4
"Mujeres (035)",250,1,12,16,204,16,,,,1
,,,,,,,,,,
"AREA RURAL (036)",7543,3674,39,137,3509,86,7,6,,85
"Hombres (037)",3153,1871,23,85,1084,39,4,2,,45
"Mujeres (038)",4390,1803,16,52,2425,47,3,4,,40
"De 06 a 14 años (039)",2952,2848,,,53,21,,1,,29
"Hombres (040)",1507,1448,,,32,15,,1,,11
"Mujeres (041)",1445,1400,,,21,6,,,,18
"De 15 a 29 años (042)",1641,800,2,19,804,,1,1,,14
"Hombres (043)",669,413,1,9,239,,1,,,6
"Mujeres (044)",972,387,1,10,565,,,1,,8
"De 30 a 44 años (045)",1188,18,1,31,1123,,,1,,14
"Hombres (046)",447,7,,20,410,,,1,,9
"Mujeres (047)",741,11,1,11,713,,,,,5
"De 45 a 64 años (048)",923,7,7,33,854,2,3,2,,15
"Hombres (049)",279,2,4,23,238,1,1,,,10
"Mujeres (050)",644,5,3,10,616,1,2,2,,5
"De 65 y más años (051)",839,1,29,54,675,63,3,1,,13
"Hombres (052)",251,1,18,33,165,23,2,,,9
"Mujeres (053)",588,,11,21,510,40,1,1,,4
