"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia HUANCAVELICA (000)",51626,49497,16896,5977,4964,3902,6240,4878,6640,2129
"Católica (001)",39398,37660,13043,4689,3900,2917,4680,3595,4836,1738
"Cristiana/Evangélica (002)",11484,11139,3540,1170,993,923,1496,1250,1767,345
"Otra (003)",233,218,83,41,29,14,25,10,16,15
"Ninguna (004)",511,480,230,77,42,48,39,23,21,31
,,,,,,,,,,
"URBANA (006)",23193,21729,7573,3176,2655,1934,2722,1774,1895,1464
"Católica (007)",19345,18084,6301,2690,2277,1614,2259,1432,1511,1261
"Cristiana/Evangélica (008)",3273,3112,1027,392,318,278,411,320,366,161
"Otra (009)",210,196,77,38,26,13,22,9,11,14
"Ninguna (010)",365,337,168,56,34,29,30,13,7,28
,,,,,,,,,,
"RURAL (012)",28433,27768,9323,2801,2309,1968,3518,3104,4745,665
"Católica (013)",20053,19576,6742,1999,1623,1303,2421,2163,3325,477
"Cristiana/Evangélica (014)",8211,8027,2513,778,675,645,1085,930,1401,184
"Otra (015)",23,22,6,3,3,1,3,1,5,1
"Ninguna (016)",146,143,62,21,8,19,9,10,14,3
