"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LUYA (000)",15874,397,5065,5074,3772,1566
"Empleado (001)",1449,2,369,794,267,17
"Obrero (002)",1963,38,812,603,408,102
"Trabajador independiente (003)",8401,48,1938,2782,2459,1174
"Empleador o patrono (004)",666,2,167,216,199,82
"Trabajador familiar no remunerado (005)",2732,264,1491,523,315,139
"Trabajador del hogar (006)",500,25,205,116,111,43
"Desocupado (008)",163,18,83,40,13,9
"Hombres (009)",12764,336,4151,3953,3037,1287
"Empleado (010)",753,1,167,412,164,9
"Obrero (011)",1693,31,737,525,323,77
"Trabajador independiente (012)",7392,44,1703,2433,2171,1041
"Empleador o patrono (013)",625,2,160,204,186,73
"Trabajador familiar no remunerado (014)",2168,239,1324,344,181,80
"Trabajador del hogar (015)",19,5,7,4,2,1
"Desocupado (017)",114,14,53,31,10,6
"Mujeres (018)",3110,61,914,1121,735,279
"Empleado (019)",696,1,202,382,103,8
"Obrero (020)",270,7,75,78,85,25
"Trabajador independiente (021)",1009,4,235,349,288,133
"Empleador o patrono (022)",41,,7,12,13,9
"Trabajador familiar no remunerado (023)",564,25,167,179,134,59
"Trabajador del hogar (024)",481,20,198,112,109,42
"Desocupado (026)",49,4,30,9,3,3
,,,,,,
"URBANA (027)",6885,153,1940,2348,1740,704
"Empleado (028)",1045,2,232,580,218,13
"Obrero (029)",896,18,363,280,187,48
"Trabajador independiente (030)",3438,14,705,1148,1064,507
"Empleador o patrono (031)",286,2,61,91,96,36
"Trabajador familiar no remunerado (032)",861,99,412,174,112,64
"Trabajador del hogar (033)",259,11,117,53,51,27
"Desocupado (035)",100,7,50,22,12,9
"Hombres (036)",5049,129,1442,1649,1293,536
"Empleado (037)",535,1,103,293,132,6
"Obrero (038)",762,15,331,238,145,33
"Trabajador independiente (039)",2842,13,580,937,880,432
"Empleador o patrono (040)",262,2,58,84,87,31
"Trabajador familiar no remunerado (041)",565,88,333,78,38,28
"Trabajador del hogar (042)",8,4,3,,1,
"Desocupado (044)",75,6,34,19,10,6
"Mujeres (045)",1836,24,498,699,447,168
"Empleado (046)",510,1,129,287,86,7
"Obrero (047)",134,3,32,42,42,15
"Trabajador independiente (048)",596,1,125,211,184,75
"Empleador o patrono (049)",24,,3,7,9,5
"Trabajador familiar no remunerado (050)",296,11,79,96,74,36
"Trabajador del hogar (051)",251,7,114,53,50,27
"Desocupado (053)",25,1,16,3,2,3
,,,,,,
"RURAL (054)",8989,244,3125,2726,2032,862
"Empleado (055)",404,,137,214,49,4
"Obrero (056)",1067,20,449,323,221,54
"Trabajador independiente (057)",4963,34,1233,1634,1395,667
"Empleador o patrono (058)",380,,106,125,103,46
"Trabajador familiar no remunerado (059)",1871,165,1079,349,203,75
"Trabajador del hogar (060)",241,14,88,63,60,16
"Desocupado (062)",63,11,33,18,1,
"Hombres (063)",7715,207,2709,2304,1744,751
"Empleado (064)",218,,64,119,32,3
"Obrero (065)",931,16,406,287,178,44
"Trabajador independiente (066)",4550,31,1123,1496,1291,609
"Empleador o patrono (067)",363,,102,120,99,42
"Trabajador familiar no remunerado (068)",1603,151,991,266,143,52
"Trabajador del hogar (069)",11,1,4,4,1,1
"Desocupado (071)",39,8,19,12,,
"Mujeres (072)",1274,37,416,422,288,111
"Empleado (073)",186,,73,95,17,1
"Obrero (074)",136,4,43,36,43,10
"Trabajador independiente (075)",413,3,110,138,104,58
"Empleador o patrono (076)",17,,4,5,4,4
"Trabajador familiar no remunerado (077)",268,14,88,83,60,23
"Trabajador del hogar (078)",230,13,84,59,59,15
"Desocupado (080)",24,3,14,6,1,
