"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CAYLLOMA",,,,,,,,,
"Hogares (001)",21742,847,381,265,201,123,83,94,19748
"Ocupantes presentes (002)",72062,2202,1017,765,718,526,339,489,66006
"Casa independiente",,,,,,,,,
"Hogares (004)",17309,712,308,207,159,95,62,67,15699
"Ocupantes presentes (005)",58485,1935,832,605,585,421,266,350,53491
"Departamento en edificio",,,,,,,,,
"Hogares (007)",99,3,,2,1,2,1,,90
"Ocupantes presentes (008)",274,4,,4,1,10,1,,254
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",178,7,5,4,1,1,,,160
"Ocupantes presentes (011)",619,23,15,7,5,3,,,566
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",680,23,19,10,8,5,5,6,604
"Ocupantes presentes (014)",2192,70,45,34,35,18,19,30,1941
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1990,50,19,19,15,8,8,10,1861
"Ocupantes presentes (017)",5685,89,50,51,38,27,25,57,5348
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1435,51,28,23,16,12,7,11,1287
"Ocupantes presentes (020)",4633,77,68,64,51,47,28,52,4246
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",43,1,2,,1,,,,39
"Ocupantes presentes (023)",137,4,7,,3,,,,123
"Otro tipo",,,,,,,,,
"Hogares (025)",8,,,,,,,,8
"Ocupantes presentes (026)",37,,,,,,,,37
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",14306,619,305,208,163,104,61,78,12768
"Ocupantes presentes (029)",48162,1624,814,613,594,458,257,404,43398
"Casa independiente",,,,,,,,,
"Hogares (031)",11874,534,251,169,136,84,48,61,10591
"Ocupantes presentes (032)",40287,1446,679,504,499,380,209,322,36248
"Departamento en edificio",,,,,,,,,
"Hogares (034)",99,3,,2,1,2,1,,90
"Ocupantes presentes (035)",274,4,,4,1,10,1,,254
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",178,7,5,4,1,1,,,160
"Ocupantes presentes (038)",619,23,15,7,5,3,,,566
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",680,23,19,10,8,5,5,6,604
"Ocupantes presentes (041)",2192,70,45,34,35,18,19,30,1941
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1435,51,28,23,16,12,7,11,1287
"Ocupantes presentes (047)",4633,77,68,64,51,47,28,52,4246
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",35,1,2,,1,,,,31
"Ocupantes presentes (050)",123,4,7,,3,,,,109
"Otro tipo",,,,,,,,,
"Hogares (052)",5,,,,,,,,5
"Ocupantes presentes (053)",34,,,,,,,,34
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",7436,228,76,57,38,19,22,16,6980
"Ocupantes presentes (056)",23900,578,203,152,124,68,82,85,22608
"Casa independiente",,,,,,,,,
"Hogares (058)",5435,178,57,38,23,11,14,6,5108
"Ocupantes presentes (059)",18198,489,153,101,86,41,57,28,17243
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1990,50,19,19,15,8,8,10,1861
"Ocupantes presentes (071)",5685,89,50,51,38,27,25,57,5348
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",8,,,,,,,,8
"Ocupantes presentes (077)",14,,,,,,,,14
"Otro tipo",,,,,,,,,
"Hogares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",3,,,,,,,,3
