"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia YAUYOS",,,
"Viviendas particulares (001)",7806,5206,2600
"Ocupantes presentes (002)",25093,17490,7603
"Casa independiente",,,
"Viviendas particulares (004)",7234,4995,2239
"Ocupantes presentes (005)",23502,16818,6684
"Departamento en edificio",,,
"Viviendas particulares (007)",6,6,
"Ocupantes presentes (008)",13,13,
"Vivienda en quinta",,,
"Viviendas particulares (010)",30,30,
"Ocupantes presentes (011)",103,103,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",131,124,7
"Ocupantes presentes (014)",407,388,19
"Choza o cabaña",,,
"Viviendas particulares (016)",344,7,337
"Ocupantes presentes (017)",869,17,852
"Vivienda improvisada",,,
"Viviendas particulares (019)",42,32,10
"Ocupantes presentes (020)",146,120,26
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",8,5,3
"Ocupantes presentes (023)",24,14,10
"Otro tipo",,,
"Viviendas particulares (025)",11,7,4
"Ocupantes presentes (026)",29,17,12
,,,
URBANA,,,
"Viviendas particulares (028)",4753,3882,871
"Ocupantes presentes (029)",15451,12962,2489
"Casa independiente",,,
"Viviendas particulares (031)",4528,3679,849
"Ocupantes presentes (032)",14734,12308,2426
"Departamento en edificio",,,
"Viviendas particulares (034)",6,6,
"Ocupantes presentes (035)",13,13,
"Vivienda en quinta",,,
"Viviendas particulares (037)",30,30,
"Ocupantes presentes (038)",103,103,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",131,124,7
"Ocupantes presentes (041)",407,388,19
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",42,32,10
"Ocupantes presentes (047)",146,120,26
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",6,4,2
"Ocupantes presentes (050)",20,13,7
"Otro tipo",,,
"Viviendas particulares (052)",10,7,3
"Ocupantes presentes (053)",28,17,11
,,,
RURAL,,,
"Viviendas particulares (055)",3053,1324,1729
"Ocupantes presentes (056)",9642,4528,5114
"Casa independiente",,,
"Viviendas particulares (058)",2706,1316,1390
"Ocupantes presentes (059)",8768,4510,4258
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",344,7,337
"Ocupantes presentes (071)",869,17,852
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",2,1,1
"Ocupantes presentes (077)",4,1,3
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",1,,1
