"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CARABAYA (000)",41012,39644,1368
"Hombres (001)",21311,20624,687
"Mujeres (002)",19701,19020,681
"De 18 a 29 años (003)",15466,14715,751
"Hombres (004)",7915,7485,430
"Mujeres (005)",7551,7230,321
"De 30 a 44 años (006)",13569,13422,147
"Hombres (007)",7202,7128,74
"Mujeres (008)",6367,6294,73
"De 45 a 64 años (009)",8386,8224,162
"Hombres (010)",4399,4336,63
"Mujeres (011)",3987,3888,99
"De 65 y más años (012)",3591,3283,308
"Hombres (013)",1795,1675,120
"Mujeres (014)",1796,1608,188
,,,
"URBANA (015)",16303,15982,321
"Hombres (016)",8105,7945,160
"Mujeres (017)",8198,8037,161
"De 18 a 29 años (018)",6104,5915,189
"Hombres (019)",2941,2832,109
"Mujeres (020)",3163,3083,80
"De 30 a 44 años (021)",5748,5719,29
"Hombres (022)",2935,2920,15
"Mujeres (023)",2813,2799,14
"De 45 a 64 años (024)",3165,3135,30
"Hombres (025)",1650,1637,13
"Mujeres (026)",1515,1498,17
"De 65 y más años (027)",1286,1213,73
"Hombres (028)",579,556,23
"Mujeres (029)",707,657,50
,,,
"RURAL (030)",24709,23662,1047
"Hombres (031)",13206,12679,527
"Mujeres (032)",11503,10983,520
"De 18 a 29 años (033)",9362,8800,562
"Hombres (034)",4974,4653,321
"Mujeres (035)",4388,4147,241
"De 30 a 44 años (036)",7821,7703,118
"Hombres (037)",4267,4208,59
"Mujeres (038)",3554,3495,59
"De 45 a 64 años (039)",5221,5089,132
"Hombres (040)",2749,2699,50
"Mujeres (041)",2472,2390,82
"De 65 y más años (042)",2305,2070,235
"Hombres (043)",1216,1119,97
"Mujeres (044)",1089,951,138
