"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PAUCARTAMBO (000)",10913,10461,44,1709,1793,1687,2842,1668,601,117,452,39904
"De 12 a 14 años (001)",34,11,2,8,1,,,,,,23,10
"De 15 a 19 años (002)",437,375,3,312,49,7,4,,,,62,447
"De 20 a 24 años (003)",1336,1184,5,586,411,140,34,8,,,152,2024
"De 25 a 29 años (004)",1497,1399,1,268,462,369,281,18,,,98,3588
"De 30 a 34 años (005)",1450,1419,,136,280,356,504,135,8,,31,4893
"De 35 a 39 años (006)",1319,1302,3,69,153,227,526,258,58,8,17,5613
"De 40 a 44 años (007)",1145,1128,5,67,103,135,373,299,121,25,17,5553
"De 45 a 49 años (008)",900,888,3,43,69,101,269,275,106,22,12,4595
"De 50 y más años (009)",2795,2755,22,220,265,352,851,675,308,62,40,13181
"PEA (010)",4279,4075,15,734,708,673,1086,610,214,35,204,15032
"De 12 a 14 años (011)",6,3,,3,,,,,,,3,3
"De 15 a 19 años (012)",152,131,1,108,15,3,4,,,,21,163
"De 20 a 24 años (013)",539,470,2,251,154,50,9,4,,,69,773
"De 25 a 29 años (014)",588,534,,121,179,130,96,8,,,54,1326
"De 30 a 34 años (015)",566,547,,68,115,154,165,42,3,,19,1782
"De 35 a 39 años (016)",578,565,2,39,80,93,215,106,26,4,13,2366
"De 40 a 44 años (017)",491,484,2,32,55,69,170,114,39,3,7,2179
"De 45 a 49 años (018)",388,381,1,18,28,51,130,107,37,9,7,1902
"De 50 y más años (019)",971,960,7,94,82,123,297,229,109,19,11,4538
"Ocupada (020)",4212,4019,15,712,690,668,1078,610,211,35,193,14897
"De 12 a 14 años (021)",6,3,,3,,,,,,,3,3
