"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANDIA (000)",26380,23982,1356,467,575
"Empleado (001)",1586,460,322,303,501
"Obrero (002)",2512,1987,326,133,66
"Trabajador independiente (003)",14784,14424,360,,
"Empleador o patrono (004)",654,570,65,18,1
"Trabajador familiar no remunerado (005)",6728,6425,283,13,7
"Trabajador del hogar (006)",116,116,,,
"De 06 a 14 años (008)",272,250,21,,1
"Empleado (009)",4,3,,,1
"Obrero (010)",22,20,2,,
"Trabajador independiente (011)",36,34,2,,
"Trabajador familiar no remunerado (013)",198,181,17,,
"Trabajador del hogar (014)",12,12,,,
"De 15 a 29 años (016)",8539,7717,506,134,182
"Empleado (017)",419,158,52,51,158
"Obrero (018)",1390,1107,191,73,19
"Trabajador independiente (019)",3401,3310,91,,
"Empleador o patrono (020)",161,133,21,6,1
"Trabajador familiar no remunerado (021)",3090,2931,151,4,4
"Trabajador del hogar (022)",78,78,,,
"De 30 a 44 años (024)",9116,8087,536,230,263
"Empleado (025)",851,234,204,172,241
"Obrero (026)",697,537,97,44,19
"Trabajador independiente (027)",5324,5190,134,,
"Empleador o patrono (028)",242,210,27,5,
"Trabajador familiar no remunerado (029)",1984,1898,74,9,3
"Trabajador del hogar (030)",18,18,,,
"De 45 a 64 años (032)",6361,5873,262,103,123
"Empleado (033)",307,63,66,80,98
"Obrero (034)",336,263,32,16,25
"Trabajador independiente (035)",4334,4220,114,,
"Empleador o patrono (036)",194,172,15,7,
"Trabajador familiar no remunerado (037)",1184,1149,35,,
"Trabajador del hogar (038)",6,6,,,
"De 65 y más años (040)",2092,2055,31,,6
"Empleado (041)",5,2,,,3
"Obrero (042)",67,60,4,,3
"Trabajador independiente (043)",1689,1670,19,,
"Empleador o patrono (044)",57,55,2,,
"Trabajador familiar no remunerado (045)",272,266,6,,
"Trabajador del hogar (046)",2,2,,,
,,,,,
"URBANA (048)",6229,4960,500,304,465
"Empleado (049)",1163,293,212,247,411
"Obrero (050)",639,444,95,47,53
"Trabajador independiente (051)",3241,3119,122,,
"Empleador o patrono (052)",79,69,5,5,
"Trabajador familiar no remunerado (053)",1058,986,66,5,1
"Trabajador del hogar (054)",49,49,,,
"De 06 a 14 años (056)",82,74,7,,1
